number,surah,index,riwayah,ayah,canonical_rasm_rasm_uthmani,riwayah_rasm_uthmani,same_rasm,status
39384,19,259,qalun,26,قَوۡمَهَا,قَوْمَهَا,1,identical
39385,19,260,warsh,26,تَحۡمِلُهُۥ,تَحْمِلُهُۥ,1,identical
39385,19,260,qalun,26,تَحۡمِلُهُۥ,تَحْمِلُهُۥ,1,identical
39387,19,262,warsh,26,يَٰمَرۡيَمُ,يَٰمَرْيَمُ,1,identical
39387,19,262,qalun,26,يَٰمَرۡيَمُ,يَٰمَرْيَمُ,1,identical
39388,19,263,warsh,26,لَقَدۡ,لَقَدْ,1,diacritic_variant
39388,19,263,qalun,26,لَقَدۡ,لَقَدْ,1,diacritic_variant
39388,19,263,duri,26,لَقَدۡ,لَقَد,1,diacritic_variant
39388,19,263,susi,26,لَقَدۡ,لَقَد,1,diacritic_variant
39389,19,264,warsh,26,جِئۡتِ,جِئْتِ,1,diacritic_variant
39389,19,264,qalun,26,جِئۡتِ,جِئْتِ,1,diacritic_variant
39389,19,264,duri,26,جِئۡتِ,جِّئۡتِ,1,diacritic_variant
39389,19,264,susi,26,جِئۡتِ,جِّيت,1,diacritic_variant
39390,19,265,warsh,26,شَيࣰۡٔا,شَئْاࣰ,1,diacritic_variant
39390,19,265,qalun,26,شَيࣰۡٔا,شَئْاࣰ,1,diacritic_variant
39390,19,265,duri,26,شَيࣰۡٔا,شَيۡٔٗا,1,diacritic_variant
39390,19,265,susi,26,شَيࣰۡٔا,شَّيࣰۡٔا,1,diacritic_variant
39391,19,266,warsh,26,فَرِيࣰّا,فَرِيّاࣰ,1,diacritic_variant
39391,19,266,qalun,26,فَرِيࣰّا,فَرِيّاࣰ,1,diacritic_variant
39391,19,266,duri,26,فَرِيࣰّا,فَرِيّٗا,1,diacritic_variant
39392,19,267,warsh,27,يَٰٓأُخۡتَ,يَٰٓأُخْتَ,1,diacritic_variant
39392,19,267,qalun,27,يَٰٓأُخۡتَ,يَٰأُخْتَ,1,diacritic_variant
39392,19,267,susi,27,يَٰٓأُخۡتَ,يَٰأُخۡتَ,1,diacritic_variant
39392,19,267,bazzi,27,يَٰٓأُخۡتَ,يَٰأُخۡتَ,1,diacritic_variant
39397,19,272,warsh,27,ٱمۡرَأَ,ࡴٜمْرَأَ,1,diacritic_variant
39397,19,272,qalun,27,ٱمۡرَأَ,ࡴٜمْرَأَ,1,diacritic_variant
39397,19,272,duri,27,ٱمۡرَأَ,اِ۪مۡرَأَ,1,diacritic_variant
39397,19,272,susi,27,ٱمۡرَأَ,ࡵٜمۡرَأَ,1,diacritic_variant
39398,19,273,warsh,27,سَوۡءࣲ,سَوْءࣲ,1,identical
39398,19,273,qalun,27,سَوۡءࣲ,سَوْءࣲ,1,identical
39398,19,273,duri,27,سَوۡءࣲ,سَوۡءٖ,1,identical
39400,19,275,warsh,27,كَانَتۡ,كَانَتُ,1,diacritic_variant
39400,19,275,qalun,27,كَانَتۡ,كَانَتْ,1,diacritic_variant
39401,19,276,warsh,27,أُمُّكِ,ࡳمُّكِ,1,identical
39402,19,277,warsh,27,بَغِيࣰّا,بَغِيّاࣰ,1,diacritic_variant
39402,19,277,qalun,27,بَغِيࣰّا,بَغِيّاࣰ,1,diacritic_variant
39402,19,277,duri,27,بَغِيࣰّا,بَغِيّٗا,1,diacritic_variant
39403,19,278,warsh,28,فَأَشَارَتۡ,فَأَشَارَتِ,1,diacritic_variant
39403,19,278,qalun,28,فَأَشَارَتۡ,فَأَشَارَتْ,1,diacritic_variant
39404,19,279,warsh,28,إِلَيۡهِ,ࡴلَيْهِ,1,diacritic_variant
39404,19,279,qalun,28,إِلَيۡهِ,إِلَيْهِ,1,diacritic_variant
39404,19,279,bazzi,28,إِلَيۡهِ,إِلَيۡهِۦ,1,diacritic_variant
39406,19,281,warsh,28,كَيۡفَ,كَيْفَ,1,identical
39406,19,281,qalun,28,كَيۡفَ,كَيْفَ,1,identical
39407,19,282,susi,28,نُكَلِّمُ,نُكَلِّم,1,diacritic_variant
39408,19,283,susi,28,مَن,مَّن,1,diacritic_variant
39410,19,285,warsh,28,فِي,فِے,1,identical
39410,19,285,qalun,28,فِي,فِے,1,identical
39411,19,286,warsh,28,ٱلۡمَهۡدِ,ࡴ۬لْمَهْدِ,1,diacritic_variant
39411,19,286,qalun,28,ٱلۡمَهۡدِ,ࡴ۬لْمَهْدِ,1,diacritic_variant
39411,19,286,duri,28,ٱلۡمَهۡدِ,اِ۬لۡمَهۡدِ,1,diacritic_variant
39411,19,286,susi,28,ٱلۡمَهۡدِ,ࡵ۬لۡمَهۡد,1,diacritic_variant
39412,19,287,warsh,28,صَبِيࣰّا,صَبِيّاࣰ,1,diacritic_variant
39412,19,287,qalun,28,صَبِيࣰّا,صَبِيّاࣰ,1,diacritic_variant
39412,19,287,duri,28,صَبِيࣰّا,صَبِيّٗا,1,diacritic_variant
39412,19,287,susi,28,صَبِيࣰّا,صَّبِيࣰّا,1,diacritic_variant
39414,19,289,warsh,29,إِنِّي,إِنِّے,1,identical
39414,19,289,qalun,29,إِنِّي,إِنِّے,1,identical
39415,19,290,warsh,29,عَبۡدُ,عَبْدُ,1,identical
39415,19,290,qalun,29,عَبۡدُ,عَبْدُ,1,identical
39416,19,291,warsh,29,ٱللَّهِ,ࡲ۬للَّهِ,1,diacritic_variant
39416,19,291,qalun,29,ٱللَّهِ,ࡲ۬للَّهِ,1,diacritic_variant
39416,19,291,duri,29,ٱللَّهِ,اُ۬للَّهِ,1,diacritic_variant
39416,19,291,susi,29,ٱللَّهِ,ࡲ۬للَّهِ,1,diacritic_variant
39417,19,292,warsh,29,ءَاتَىٰنِيَ,ءَاتٜيٰنِيَ,1,diacritic_variant
39417,19,292,qalun,29,ءَاتَىٰنِيَ,ءَاتَيٰنِيَ,1,diacritic_variant
39418,19,293,warsh,29,ٱلۡكِتَٰبَ,ࡰ۬لْكِتَٰبَ,1,diacritic_variant
39418,19,293,qalun,29,ٱلۡكِتَٰبَ,ࡰ۬لْكِتَٰبَ,1,diacritic_variant
39418,19,293,duri,29,ٱلۡكِتَٰبَ,اَ۬لۡكِتَٰبَ,1,diacritic_variant
39418,19,293,susi,29,ٱلۡكِتَٰبَ,ࡱ۬لۡكِتَٰبَ,1,diacritic_variant
39419,19,294,warsh,29,وَجَعَلَنِي,وَجَعَلَنِے,1,identical
39419,19,294,qalun,29,وَجَعَلَنِي,وَجَعَلَنِے,1,identical
39420,19,295,warsh,29,نَبِيࣰّا,نَبِيٓٔاࣰ,1,diacritic_variant
39420,19,295,qalun,29,نَبِيࣰّا,نَبِيٓٔاࣰ,1,diacritic_variant
39420,19,295,duri,29,نَبِيࣰّا,نَبِيّٗا,1,diacritic_variant
39421,19,296,warsh,30,وَجَعَلَنِي,وَجَعَلَنِے,1,identical
39421,19,296,qalun,30,وَجَعَلَنِي,وَجَعَلَنِے,1,identical
39422,19,297,warsh,30,مُبَارَكًا,مُبَٰرَكاً,0,alif_variant
39422,19,297,qalun,30,مُبَارَكًا,مُبَٰرَكاً,0,alif_variant
39423,19,298,warsh,30,أَيۡنَ,ࡰيْنَ,1,identical
39423,19,298,qalun,30,أَيۡنَ,أَيْنَ,1,identical
39426,19,301,warsh,30,وَأَوۡصَٰنِي,وَأَوْصٰٜنِے,1,diacritic_variant
39426,19,301,qalun,30,وَأَوۡصَٰنِي,وَأَوْصَٰنِے,1,diacritic_variant
39427,19,302,warsh,30,بِٱلصَّلَوٰةِ,بِالصَّلَوٰةِ,1,identical
39427,19,302,qalun,30,بِٱلصَّلَوٰةِ,بِالصَّلَوٰةِ,1,identical
39427,19,302,duri,30,بِٱلصَّلَوٰةِ,بِالصَّلَوٰةِ,1,identical
39427,19,302,susi,30,بِٱلصَّلَوٰةِ,بِالصَّلَوٰةِ,1,identical
39428,19,303,warsh,30,وَٱلزَّكَوٰةِ,وَالزَّكَوٰةِ,1,diacritic_variant
39428,19,303,qalun,30,وَٱلزَّكَوٰةِ,وَالزَّكَوٰةِ,1,diacritic_variant
39428,19,303,duri,30,وَٱلزَّكَوٰةِ,وَاَلزَّكَوٰةِ,1,diacritic_variant
39428,19,303,susi,30,وَٱلزَّكَوٰةِ,وَࡱلزَّكَوٰةِ,1,diacritic_variant
39430,19,305,warsh,30,دُمۡتُ,دُمْتُ,1,identical
39430,19,305,qalun,30,دُمۡتُ,دُمْتُ,1,identical
39431,19,306,warsh,30,حَيࣰّا,حَيّاࣰ,1,diacritic_variant
39431,19,306,qalun,30,حَيࣰّا,حَيّاࣰ,1,diacritic_variant
39431,19,306,duri,30,حَيࣰّا,حَيّٗا,1,diacritic_variant
39432,19,307,warsh,31,وَبَرَّۢا,وَبَرّاَۢ,1,diacritic_variant
39432,19,307,qalun,31,وَبَرَّۢا,وَبَرّاَۢ,1,diacritic_variant
39433,19,308,warsh,31,بِوَٰلِدَتِي,بِوَٰلِدَتِے,1,identical
39433,19,308,qalun,31,بِوَٰلِدَتِي,بِوَٰلِدَتِے,1,identical
39434,19,309,warsh,31,وَلَمۡ,وَلَمْ,1,identical
39434,19,309,qalun,31,وَلَمۡ,وَلَمْ,1,identical
39435,19,310,warsh,31,يَجۡعَلۡنِي,يَجْعَلْنِے,1,identical
39435,19,310,qalun,31,يَجۡعَلۡنِي,يَجْعَلْنِے,1,identical
39436,19,311,warsh,31,جَبَّارࣰا,جَبَّاراࣰ,1,diacritic_variant
39436,19,311,qalun,31,جَبَّارࣰا,جَبَّاراࣰ,1,diacritic_variant
39436,19,311,duri,31,جَبَّارࣰا,جَبَّارٗا,1,diacritic_variant
39437,19,312,warsh,31,شَقِيࣰّا,شَقِيّاࣰ,1,diacritic_variant
39437,19,312,qalun,31,شَقِيࣰّا,شَقِيّاࣰ,1,diacritic_variant
39437,19,312,duri,31,شَقِيࣰّا,شَقِيّٗا,1,diacritic_variant
39438,19,313,warsh,32,وَٱلسَّلَٰمُ,وَالسَّلَٰمُ,1,diacritic_variant
39438,19,313,qalun,32,وَٱلسَّلَٰمُ,وَالسَّلَٰمُ,1,diacritic_variant
39438,19,313,duri,32,وَٱلسَّلَٰمُ,وَاَلسَّلَٰمُ,1,diacritic_variant
39438,19,313,susi,32,وَٱلسَّلَٰمُ,وَࡱلسَّلَٰمُ,1,diacritic_variant
39440,19,315,warsh,32,يَوۡمَ,يَوْمَ,1,identical
39440,19,315,qalun,32,يَوۡمَ,يَوْمَ,1,identical
39442,19,317,warsh,32,وَيَوۡمَ,وَيَوْمَ,1,identical
39442,19,317,qalun,32,وَيَوۡمَ,وَيَوْمَ,1,identical
39444,19,319,warsh,32,وَيَوۡمَ,وَيَوْمَ,1,identical
39444,19,319,qalun,32,وَيَوۡمَ,وَيَوْمَ,1,identical
39445,19,320,warsh,32,أُبۡعَثُ,أُبْعَثُ,1,identical
39445,19,320,qalun,32,أُبۡعَثُ,أُبْعَثُ,1,identical
39446,19,321,warsh,32,حَيࣰّا,حَيّاࣰ,1,diacritic_variant
39446,19,321,qalun,32,حَيࣰّا,حَيّاࣰ,1,diacritic_variant
39446,19,321,duri,32,حَيࣰّا,حَيّٗا,1,diacritic_variant
39449,19,324,warsh,33,ٱبۡنُ,ࡰٜبْنُ,1,diacritic_variant
39449,19,324,qalun,33,ٱبۡنُ,ࡰٜبْنُ,1,diacritic_variant
39449,19,324,duri,33,ٱبۡنُ,اَ۪بۡنُ,1,diacritic_variant
39449,19,324,susi,33,ٱبۡنُ,ࡱٜبۡنُ,1,diacritic_variant
39450,19,325,warsh,33,مَرۡيَمَ,مَرْيَمَ,1,identical
39450,19,325,qalun,33,مَرۡيَمَ,مَرْيَمَ,1,identical
39451,19,326,warsh,33,قَوۡلَ,قَوْلُ,1,diacritic_variant
39451,19,326,qalun,33,قَوۡلَ,قَوْلُ,1,diacritic_variant
39451,19,326,duri,33,قَوۡلَ,قَوۡلُ,1,diacritic_variant
39451,19,326,susi,33,قَوۡلَ,قَوۡلُ,1,diacritic_variant
39451,19,326,bazzi,33,قَوۡلَ,قَوۡلُ,1,diacritic_variant
39452,19,327,warsh,33,ٱلۡحَقِّ,ࡲ۬لْحَقِّ,1,diacritic_variant
39452,19,327,qalun,33,ٱلۡحَقِّ,ࡲ۬لْحَقِّ,1,diacritic_variant
39452,19,327,duri,33,ٱلۡحَقِّ,اُ۬لۡحَقِّ,1,diacritic_variant
39452,19,327,susi,33,ٱلۡحَقِّ,ࡲ۬لۡحَقِّ,1,diacritic_variant
39453,19,328,warsh,33,ٱلَّذِي,ࡴ۬لذِے,1,diacritic_variant
39453,19,328,qalun,33,ٱلَّذِي,ࡴ۬لذِے,1,diacritic_variant
39453,19,328,duri,33,ٱلَّذِي,اِ۬لَّذِي,1,diacritic_variant
39453,19,328,susi,33,ٱلَّذِي,ࡵ۬لَّذِي,1,diacritic_variant
39454,19,329,bazzi,33,فِيهِ,فِيهِۦ,1,diacritic_variant
39455,19,330,warsh,33,يَمۡتَرُونَ,يَمْتَرُونَ,1,identical
39455,19,330,qalun,33,يَمۡتَرُونَ,يَمْتَرُونَ,1,identical
39458,19,333,warsh,34,لِلَّهِ,لِلهِ,1,diacritic_variant
39458,19,333,qalun,34,لِلَّهِ,لِلهِ,1,diacritic_variant
39459,19,334,warsh,34,أَن,أَنْ,1,diacritic_variant
39459,19,334,qalun,34,أَن,أَنْ,1,diacritic_variant
39460,19,335,warsh,34,يَتَّخِذَ,يَّتَّخِذَ,1,diacritic_variant
39460,19,335,qalun,34,يَتَّخِذَ,يَّتَّخِذَ,1,diacritic_variant
39461,19,336,warsh,34,مِن,مِنْ,1,diacritic_variant
39461,19,336,qalun,34,مِن,مِنْ,1,diacritic_variant
39462,19,337,warsh,34,وَلَدࣲ,وَّلَدࣲ,1,diacritic_variant
39462,19,337,qalun,34,وَلَدࣲ,وَّلَدࣲ,1,diacritic_variant
39462,19,337,duri,34,وَلَدࣲ,وَلَدٖ,1,diacritic_variant
39463,19,338,warsh,34,سُبۡحَٰنَهُۥٓ,سُبْحَٰنَهُۥٓ,1,diacritic_variant
39463,19,338,qalun,34,سُبۡحَٰنَهُۥٓ,سُبْحَٰنَهُۥ,1,diacritic_variant
39463,19,338,susi,34,سُبۡحَٰنَهُۥٓ,سُبۡحَٰنَهُۥ,1,diacritic_variant
39463,19,338,bazzi,34,سُبۡحَٰنَهُۥٓ,سُبۡحَٰنَهُۥ,1,diacritic_variant
39465,19,340,warsh,34,قَضَىٰٓ,قَضٜىٰٓ,1,diacritic_variant
39465,19,340,qalun,34,قَضَىٰٓ,قَضَىٰ,1,diacritic_variant
39465,19,340,susi,34,قَضَىٰٓ,قَضَىٰ,1,diacritic_variant
39465,19,340,bazzi,34,قَضَىٰٓ,قَضَىٰ,1,diacritic_variant
39466,19,341,warsh,34,أَمۡرࣰا,أَمْراࣰ,1,diacritic_variant
39466,19,341,qalun,34,أَمۡرࣰا,أَمْراࣰ,1,diacritic_variant
39466,19,341,duri,34,أَمۡرࣰا,أَمۡرٗا,1,diacritic_variant
39468,19,343,susi,34,يَقُولُ,يَقُول,1,diacritic_variant
39469,19,344,susi,34,لَهُۥ,لَّهُۥ,1,diacritic_variant
39472,19,347,warsh,35,وَإِنَّ,وَأَنَّ,1,diacritic_variant
39472,19,347,qalun,35,وَإِنَّ,وَأَنَّ,1,diacritic_variant
39472,19,347,duri,35,وَإِنَّ,وَأَنَّ,1,diacritic_variant
39472,19,347,susi,35,وَإِنَّ,وَأَنَّ,1,diacritic_variant
39472,19,347,bazzi,35,وَإِنَّ,وَأَنَّ,1,diacritic_variant
39473,19,348,warsh,35,ٱللَّهَ,ࡰ۬للَّهَ,1,diacritic_variant
39473,19,348,qalun,35,ٱللَّهَ,ࡰ۬للَّهَ,1,diacritic_variant
39473,19,348,duri,35,ٱللَّهَ,اَ۬للَّهَ,1,diacritic_variant
39473,19,348,susi,35,ٱللَّهَ,ࡱ۬للَّهَ,1,diacritic_variant
39474,19,349,warsh,35,رَبِّي,رَبِّے,1,identical
39474,19,349,qalun,35,رَبِّي,رَبِّے,1,identical
39475,19,350,warsh,35,وَرَبُّكُمۡ,وَرَبُّكُمْ,1,diacritic_variant
39475,19,350,qalun,35,وَرَبُّكُمۡ,وَرَبُّكُمْ,1,diacritic_variant
39475,19,350,bazzi,35,وَرَبُّكُمۡ,وَرَبُّكُمُۥ,1,diacritic_variant
39476,19,351,warsh,35,فَٱعۡبُدُوهُ,فَاعْبُدُوهُ,1,diacritic_variant
39476,19,351,qalun,35,فَٱعۡبُدُوهُ,فَاعْبُدُوهُ,1,diacritic_variant
39476,19,351,duri,35,فَٱعۡبُدُوهُ,فَاَعۡبُدُوهُ,1,diacritic_variant
39476,19,351,susi,35,فَٱعۡبُدُوهُ,فَاَعۡبُدُوه,1,diacritic_variant
39476,19,351,bazzi,35,فَٱعۡبُدُوهُ,فَٱعۡبُدُوهُۥ,1,diacritic_variant
39477,19,352,susi,35,هَٰذَا,هَّٰذَا,1,diacritic_variant
39478,19,353,duri,35,صِرَٰطࣱ,صِرَٰطٞ,1,diacritic_variant
39479,19,354,warsh,35,مُّسۡتَقِيمࣱ,مُّسْتَقِيمࣱ,1,diacritic_variant
39479,19,354,qalun,35,مُّسۡتَقِيمࣱ,مُّسْتَقِيمࣱ,1,diacritic_variant
39479,19,354,duri,35,مُّسۡتَقِيمࣱ,مُّسۡتَقِيمٞ,1,diacritic_variant
39480,19,355,warsh,36,فَٱخۡتَلَفَ,فَاخْتَلَفَ,1,diacritic_variant
39480,19,355,qalun,36,فَٱخۡتَلَفَ,فَاخْتَلَفَ,1,diacritic_variant
39480,19,355,duri,36,فَٱخۡتَلَفَ,فَاَخۡتَلَفَ,1,diacritic_variant
39480,19,355,susi,36,فَٱخۡتَلَفَ,فَاَخۡتَلَفَ,1,diacritic_variant
39481,19,356,warsh,36,ٱلۡأَحۡزَابُ,ࡰ۬لَاحْزَابُ,1,diacritic_variant
39481,19,356,qalun,36,ٱلۡأَحۡزَابُ,ࡰ۬لْأَحْزَابُ,1,diacritic_variant
39481,19,356,duri,36,ٱلۡأَحۡزَابُ,اَ۬لۡأَحۡزَابُ,1,diacritic_variant
39481,19,356,susi,36,ٱلۡأَحۡزَابُ,ࡱ۬لۡأَحۡزَابُ,1,diacritic_variant
39483,19,358,warsh,36,بَيۡنِهِمۡ,بَيْنِهِمْ,1,diacritic_variant
39483,19,358,qalun,36,بَيۡنِهِمۡ,بَيْنِهِمْ,1,diacritic_variant
39483,19,358,bazzi,36,بَيۡنِهِمۡ,بَيۡنِهِمُۥ,1,diacritic_variant
39484,19,359,warsh,36,فَوَيۡلࣱ,فَوَيْلࣱ,1,diacritic_variant
39484,19,359,qalun,36,فَوَيۡلࣱ,فَوَيْلࣱ,1,diacritic_variant
39484,19,359,duri,36,فَوَيۡلࣱ,فَوَيۡلٞ,1,diacritic_variant
39485,19,360,warsh,36,لِّلَّذِينَ,لِّلذِينَ,1,diacritic_variant
39485,19,360,qalun,36,لِّلَّذِينَ,لِّلذِينَ,1,diacritic_variant
39488,19,363,warsh,36,مَّشۡهَدِ,مَّشْهَدِ,1,identical
39488,19,363,qalun,36,مَّشۡهَدِ,مَّشْهَدِ,1,identical
39489,19,364,warsh,36,يَوۡمٍ,يَوْمٍ,1,identical
39489,19,364,qalun,36,يَوۡمٍ,يَوْمٍ,1,identical
39491,19,366,warsh,37,أَسۡمِعۡ,ࡰسْمِعْ,1,identical
39491,19,366,qalun,37,أَسۡمِعۡ,أَسْمِعْ,1,identical
39492,19,367,warsh,37,بِهِمۡ,بِهِمْ,1,diacritic_variant
39492,19,367,qalun,37,بِهِمۡ,بِهِمْ,1,diacritic_variant
39492,19,367,bazzi,37,بِهِمۡ,بِهِمُۥ,1,diacritic_variant
39493,19,368,warsh,37,وَأَبۡصِرۡ,وَأَبْصِرْ,1,identical
39493,19,368,qalun,37,وَأَبۡصِرۡ,وَأَبْصِرْ,1,identical
39494,19,369,warsh,37,يَوۡمَ,يَوْمَ,1,identical
39494,19,369,qalun,37,يَوۡمَ,يَوْمَ,1,identical
39495,19,370,warsh,37,يَأۡتُونَنَا,يَاتُونَنَا,1,diacritic_variant
39495,19,370,qalun,37,يَأۡتُونَنَا,يَأْتُونَنَا,1,diacritic_variant
39495,19,370,susi,37,يَأۡتُونَنَا,يَاتُونَنَا,1,diacritic_variant
39497,19,372,warsh,37,ٱلظَّٰلِمُونَ,ࡴ۬لظَّٰلِمُونَ,1,diacritic_variant
39497,19,372,qalun,37,ٱلظَّٰلِمُونَ,ࡴ۬لظَّٰلِمُونَ,1,diacritic_variant
39497,19,372,duri,37,ٱلظَّٰلِمُونَ,اِ۬لظَّٰلِمُونَ,1,diacritic_variant
39497,19,372,susi,37,ٱلظَّٰلِمُونَ,ࡵ۬لظَّٰلِمُونَ,1,diacritic_variant
39498,19,373,warsh,37,ٱلۡيَوۡمَ,ࡰ۬لْيَوْمَ,1,diacritic_variant
39498,19,373,qalun,37,ٱلۡيَوۡمَ,ࡰ۬لْيَوْمَ,1,diacritic_variant
39498,19,373,duri,37,ٱلۡيَوۡمَ,اَ۬لۡيَوۡمَ,1,diacritic_variant
39498,19,373,susi,37,ٱلۡيَوۡمَ,ࡱ۬لۡيَوۡمَ,1,diacritic_variant
39499,19,374,warsh,37,فِي,فِے,1,identical
39499,19,374,qalun,37,فِي,فِے,1,identical
39500,19,375,duri,37,ضَلَٰلࣲ,ضَلَٰلٖ,1,identical
39501,19,376,duri,37,مُّبِينࣲ,مُّبِينٖ,1,identical
39502,19,377,warsh,38,وَأَنذِرۡهُمۡ,وَأَنذِرْهُمْ,1,diacritic_variant
39502,19,377,qalun,38,وَأَنذِرۡهُمۡ,وَأَنذِرْهُمْ,1,diacritic_variant
39502,19,377,bazzi,38,وَأَنذِرۡهُمۡ,وَأَنذِرۡهُمُۥ,1,diacritic_variant
39503,19,378,warsh,38,يَوۡمَ,يَوْمَ,1,identical
39503,19,378,qalun,38,يَوۡمَ,يَوْمَ,1,identical
39504,19,379,warsh,38,ٱلۡحَسۡرَةِ,ࡰ۬لْحَسْرَةِ,1,diacritic_variant
39504,19,379,qalun,38,ٱلۡحَسۡرَةِ,ࡰ۬لْحَسْرَةِ,1,diacritic_variant
39504,19,379,duri,38,ٱلۡحَسۡرَةِ,اَ۬لۡحَسۡرَةِ,1,diacritic_variant
39504,19,379,susi,38,ٱلۡحَسۡرَةِ,ࡱ۬لۡحَسۡرَةِ,1,diacritic_variant
39505,19,380,warsh,38,إِذۡ,إِذْ,1,identical
39505,19,380,qalun,38,إِذۡ,إِذْ,1,identical
39507,19,382,warsh,38,ٱلۡأَمۡرُ,ࡰ۬لَامْرُ,1,diacritic_variant
39507,19,382,qalun,38,ٱلۡأَمۡرُ,ࡰ۬لْأَمْرُ,1,diacritic_variant
39507,19,382,duri,38,ٱلۡأَمۡرُ,اَ۬لۡأَمۡرُ,1,diacritic_variant
39507,19,382,susi,38,ٱلۡأَمۡرُ,ࡱ۬لۡأَمۡرُ,1,diacritic_variant
39508,19,383,warsh,38,وَهُمۡ,وَهُمْ,1,diacritic_variant
39508,19,383,qalun,38,وَهُمۡ,وَهُمْ,1,diacritic_variant
39508,19,383,bazzi,38,وَهُمۡ,وَهُمُۥ,1,diacritic_variant
39509,19,384,warsh,38,فِي,فِے,1,identical
39509,19,384,qalun,38,فِي,فِے,1,identical
39510,19,385,warsh,38,غَفۡلَةࣲ,غَفْلَةࣲ,1,identical
39510,19,385,qalun,38,غَفۡلَةࣲ,غَفْلَةࣲ,1,identical
39510,19,385,duri,38,غَفۡلَةࣲ,غَفۡلَةٖ,1,identical
39511,19,386,warsh,38,وَهُمۡ,وَهُمْ,1,diacritic_variant
39511,19,386,qalun,38,وَهُمۡ,وَهُمْ,1,diacritic_variant
39511,19,386,bazzi,38,وَهُمۡ,وَهُمُۥ,1,diacritic_variant
39513,19,388,warsh,38,يُؤۡمِنُونَ,يُومِنُونَ,1,diacritic_variant
39513,19,388,qalun,38,يُؤۡمِنُونَ,يُؤْمِنُونَ,1,diacritic_variant
39513,19,388,susi,38,يُؤۡمِنُونَ,يُومِنُونَ,1,diacritic_variant
39515,19,390,warsh,39,نَحۡنُ,نَحْنُ,1,diacritic_variant
39515,19,390,qalun,39,نَحۡنُ,نَحْنُ,1,diacritic_variant
39515,19,390,susi,39,نَحۡنُ,نَحۡن,1,diacritic_variant
39516,19,391,susi,39,نَرِثُ,نَّرِثُ,1,diacritic_variant
39517,19,392,warsh,39,ٱلۡأَرۡضَ,ࡲ۬لَارْضَ,1,diacritic_variant
39517,19,392,qalun,39,ٱلۡأَرۡضَ,ࡲ۬لْأَرْضَ,1,diacritic_variant
39517,19,392,duri,39,ٱلۡأَرۡضَ,اُ۬لۡأَرۡضَ,1,diacritic_variant
39517,19,392,susi,39,ٱلۡأَرۡضَ,ࡲ۬لۡأَرۡضَ,1,diacritic_variant
39518,19,393,warsh,39,وَمَنۡ,وَمَنْ,1,identical
39518,19,393,qalun,39,وَمَنۡ,وَمَنْ,1,identical
39519,19,394,warsh,39,عَلَيۡهَا,عَلَيْهَا,1,identical
39519,19,394,qalun,39,عَلَيۡهَا,عَلَيْهَا,1,identical
39520,19,395,warsh,39,وَإِلَيۡنَا,وَإِلَيْنَا,1,identical
39520,19,395,qalun,39,وَإِلَيۡنَا,وَإِلَيْنَا,1,identical
39521,19,396,warsh,39,يُرۡجَعُونَ,يُرْجَعُونَ,1,identical
39521,19,396,qalun,39,يُرۡجَعُونَ,يُرْجَعُونَ,1,identical
39522,19,397,warsh,40,وَٱذۡكُرۡ,وَاذْكُرْ,1,diacritic_variant
39522,19,397,qalun,40,وَٱذۡكُرۡ,وَاذْكُرْ,1,diacritic_variant
39522,19,397,duri,40,وَٱذۡكُرۡ,وَاَذۡكُرۡ,1,diacritic_variant
39522,19,397,susi,40,وَٱذۡكُرۡ,وَࡱذۡكُرۡ,1,diacritic_variant
39523,19,398,warsh,40,فِي,فِے,1,identical
39523,19,398,qalun,40,فِي,فِے,1,identical
39524,19,399,warsh,40,ٱلۡكِتَٰبِ,ࡴ۬لْكِتَٰبِ,1,diacritic_variant
39524,19,399,qalun,40,ٱلۡكِتَٰبِ,ࡴ۬لْكِتَٰبِ,1,diacritic_variant
39524,19,399,duri,40,ٱلۡكِتَٰبِ,اِ۬لۡكِتَٰبِ,1,diacritic_variant
39524,19,399,susi,40,ٱلۡكِتَٰبِ,ࡵ۬لۡكِتَٰبِ,1,diacritic_variant
39525,19,400,warsh,40,إِبۡرَٰهِيمَ,إِبْرَٰهِيمَ,1,identical
39525,19,400,qalun,40,إِبۡرَٰهِيمَ,إِبْرَٰهِيمَ,1,identical
39528,19,403,warsh,41,صِدِّيقࣰا,صِدِّيقاࣰ,1,diacritic_variant
39528,19,403,qalun,41,صِدِّيقࣰا,صِدِّيقاࣰ,1,diacritic_variant
39528,19,403,duri,40,صِدِّيقࣰا,صِدِّيقٗا,1,diacritic_variant
39529,19,404,warsh,41,نَّبِيًّا,نَّبِيٓٔاً,1,diacritic_variant
39529,19,404,qalun,41,نَّبِيًّا,نَّبِيٓٔاً,1,diacritic_variant
39530,19,405,warsh,42,إِذۡ,ࡴذْ,1,identical
39530,19,405,qalun,42,إِذۡ,إِذْ,1,identical
39531,19,406,susi,41,قَالَ,قَال,1,diacritic_variant
39532,19,407,susi,41,لِأَبِيهِ,لِّأَبِيهِ,1,diacritic_variant
39532,19,407,bazzi,42,لِأَبِيهِ,لِأَبِيهِۦ,1,diacritic_variant
39533,19,408,qalun,42,يَٰٓأَبَتِ,يَٰأَبَتِ,1,diacritic_variant
39533,19,408,susi,41,يَٰٓأَبَتِ,يَٰأَبَتِ,1,diacritic_variant
39533,19,408,bazzi,42,يَٰٓأَبَتِ,يَٰأَبَتِ,1,diacritic_variant
