number,surah,index,riwayah,ayah,canonical_rasm_rasm_uthmani,riwayah_rasm_uthmani,same_rasm,status
25181,9,1399,susi,75,ٱلۡكُفۡرِ,ࡱ۬لۡكُفۡرِ,1,diacritic_variant
25183,9,1401,warsh,75,بَعۡدَ,بَعْدَ,1,identical
25183,9,1401,qalun,75,بَعۡدَ,بَعْدَ,1,identical
25184,9,1402,warsh,75,إِسۡلَٰمِهِمۡ,إِسْلَٰمِهِمْ,1,diacritic_variant
25184,9,1402,qalun,75,إِسۡلَٰمِهِمۡ,إِسْلَٰمِهِمْ,1,diacritic_variant
25184,9,1402,bazzi,75,إِسۡلَٰمِهِمۡ,إِسۡلَٰمِهِمُۥ,1,diacritic_variant
25187,9,1405,warsh,75,لَمۡ,لَمْ,1,identical
25187,9,1405,qalun,75,لَمۡ,لَمْ,1,identical
25190,9,1408,qalun,75,نَقَمُوٓاْ,نَقَمُواْ,1,diacritic_variant
25190,9,1408,susi,75,نَقَمُوٓاْ,نَقَمُواْ,1,diacritic_variant
25190,9,1408,bazzi,75,نَقَمُوٓاْ,نَقَمُواْ,1,diacritic_variant
25191,9,1409,qalun,75,إِلَّآ,إِلَّا,1,diacritic_variant
25191,9,1409,susi,75,إِلَّآ,إِلَّا,1,diacritic_variant
25191,9,1409,bazzi,75,إِلَّآ,إِلَّا,1,diacritic_variant
25192,9,1410,warsh,75,أَنۡ,أَنَ,1,diacritic_variant
25192,9,1410,qalun,75,أَنۡ,أَنْ,1,diacritic_variant
25193,9,1411,warsh,75,أَغۡنَىٰهُمُ,ࡰغْنٜيٰهُمُ,1,diacritic_variant
25193,9,1411,qalun,75,أَغۡنَىٰهُمُ,أَغْنَيٰهُمُ,1,diacritic_variant
25194,9,1412,warsh,75,ٱللَّهُ,ࡲ۬للَّهُ,1,diacritic_variant
25194,9,1412,qalun,75,ٱللَّهُ,ࡲ۬للَّهُ,1,diacritic_variant
25194,9,1412,duri,75,ٱللَّهُ,اُ۬للَّهُ,1,diacritic_variant
25194,9,1412,susi,75,ٱللَّهُ,ࡲ۬للَّهُ,1,diacritic_variant
25197,9,1415,warsh,75,فَضۡلِهِۦ,فَضْلِهِۦ,1,identical
25197,9,1415,qalun,75,فَضۡلِهِۦ,فَضْلِهِۦ,1,identical
25198,9,1416,warsh,75,فَإِن,فَإِنْ,1,diacritic_variant
25198,9,1416,qalun,75,فَإِن,فَإِنْ,1,diacritic_variant
25199,9,1417,warsh,75,يَتُوبُواْ,يَّتُوبُواْ,1,diacritic_variant
25199,9,1417,qalun,75,يَتُوبُواْ,يَّتُوبُواْ,1,diacritic_variant
25201,9,1419,warsh,75,خَيۡرࣰا,خَيْراࣰ,1,diacritic_variant
25201,9,1419,qalun,75,خَيۡرࣰا,خَيْراࣰ,1,diacritic_variant
25201,9,1419,duri,75,خَيۡرࣰا,خَيۡرٗا,1,diacritic_variant
25202,9,1420,warsh,75,لَّهُمۡ,لَّهُمْ,1,diacritic_variant
25202,9,1420,qalun,75,لَّهُمۡ,لَّهُمْ,1,diacritic_variant
25202,9,1420,bazzi,75,لَّهُمۡ,لَّهُمُۥ,1,diacritic_variant
25203,9,1421,warsh,75,وَإِن,وَإِنْ,1,diacritic_variant
25203,9,1421,qalun,75,وَإِن,وَإِنْ,1,diacritic_variant
25204,9,1422,warsh,75,يَتَوَلَّوۡاْ,يَّتَوَلَّوْاْ,1,diacritic_variant
25204,9,1422,qalun,75,يَتَوَلَّوۡاْ,يَّتَوَلَّوْاْ,1,diacritic_variant
25205,9,1423,warsh,75,يُعَذِّبۡهُمُ,يُعَذِّبْهُمُ,1,identical
25205,9,1423,qalun,75,يُعَذِّبۡهُمُ,يُعَذِّبْهُمُ,1,identical
25206,9,1424,warsh,75,ٱللَّهُ,ࡲ۬للَّهُ,1,diacritic_variant
25206,9,1424,qalun,75,ٱللَّهُ,ࡲ۬للَّهُ,1,diacritic_variant
25206,9,1424,duri,75,ٱللَّهُ,اُ۬للَّهُ,1,diacritic_variant
25206,9,1424,susi,75,ٱللَّهُ,ࡲ۬للَّهُ,1,diacritic_variant
25207,9,1425,warsh,75,عَذَابًا,عَذَاباً,1,identical
25207,9,1425,qalun,75,عَذَابًا,عَذَاباً,1,identical
25208,9,1426,warsh,75,أَلِيمࣰا,ࡰلِيماࣰ,1,diacritic_variant
25208,9,1426,qalun,75,أَلِيمࣰا,أَلِيماࣰ,1,diacritic_variant
25208,9,1426,duri,75,أَلِيمࣰا,أَلِيمٗا,1,diacritic_variant
25209,9,1427,warsh,75,فِي,فِے,1,identical
25209,9,1427,qalun,75,فِي,فِے,1,identical
25210,9,1428,warsh,75,ٱلدُّنۡيَا,ࡴ۬لدُّنْيٜا,1,diacritic_variant
25210,9,1428,qalun,75,ٱلدُّنۡيَا,ࡴ۬لدُّنْيَا,1,diacritic_variant
25210,9,1428,duri,75,ٱلدُّنۡيَا,اِ۬لدُّنۡيۭا,1,diacritic_variant
25210,9,1428,susi,75,ٱلدُّنۡيَا,ࡵ۬لدُّنۡي۪ا,1,diacritic_variant
25211,9,1429,warsh,75,وَٱلۡأٓخِرَةِ,وَالَاخِرَةِ,1,diacritic_variant
25211,9,1429,qalun,75,وَٱلۡأٓخِرَةِ,وَالْأٓخِرَةِ,1,diacritic_variant
25211,9,1429,duri,75,وَٱلۡأٓخِرَةِ,وَاَلۡأٓخِرَةِ,1,diacritic_variant
25211,9,1429,susi,75,وَٱلۡأٓخِرَةِ,وَࡱلۡأٓخِرَةِ,1,diacritic_variant
25213,9,1431,warsh,75,لَهُمۡ,لَهُمْ,1,diacritic_variant
25213,9,1431,qalun,75,لَهُمۡ,لَهُمْ,1,diacritic_variant
25213,9,1431,bazzi,75,لَهُمۡ,لَهُمُۥ,1,diacritic_variant
25214,9,1432,warsh,75,فِي,فِے,1,identical
25214,9,1432,qalun,75,فِي,فِے,1,identical
25215,9,1433,warsh,75,ٱلۡأَرۡضِ,ࡴ۬لَارْضِ,1,diacritic_variant
25215,9,1433,qalun,75,ٱلۡأَرۡضِ,ࡴ۬لْأَرْضِ,1,diacritic_variant
25215,9,1433,duri,75,ٱلۡأَرۡضِ,اِ۬لۡأَرۡضِ,1,diacritic_variant
25215,9,1433,susi,75,ٱلۡأَرۡضِ,ࡵ۬لۡأَرۡضِ,1,diacritic_variant
25216,9,1434,warsh,75,مِن,مِنْ,1,diacritic_variant
25216,9,1434,qalun,75,مِن,مِنْ,1,diacritic_variant
25217,9,1435,warsh,75,وَلِيࣲّ,وَّلِيࣲّ,1,diacritic_variant
25217,9,1435,qalun,75,وَلِيࣲّ,وَّلِيࣲّ,1,diacritic_variant
25217,9,1435,duri,75,وَلِيࣲّ,وَلِيّٖ,1,diacritic_variant
25219,9,1437,duri,75,نَصِيرࣲ,نَصِيرٖ,1,identical
25220,9,1438,warsh,76,وَمِنۡهُم,وَمِنْهُم,1,diacritic_variant
25220,9,1438,qalun,76,وَمِنۡهُم,وَمِنْهُم,1,diacritic_variant
25220,9,1438,bazzi,76,وَمِنۡهُم,وَمِنۡهُمُۥ,1,diacritic_variant
25221,9,1439,warsh,76,مَّنۡ,مَّنْ,1,diacritic_variant
25221,9,1439,qalun,76,مَّنۡ,مَّنْ,1,diacritic_variant
25221,9,1439,bazzi,76,مَّنۡ,مَنۡ,1,diacritic_variant
25223,9,1441,warsh,76,ٱللَّهَ,ࡰ۬للَّهَ,1,diacritic_variant
25223,9,1441,qalun,76,ٱللَّهَ,ࡰ۬للَّهَ,1,diacritic_variant
25223,9,1441,duri,76,ٱللَّهَ,اَ۬للَّهَ,1,diacritic_variant
25223,9,1441,susi,76,ٱللَّهَ,ࡱ۬للَّهَ,1,diacritic_variant
25224,9,1442,warsh,76,لَئِنۡ,لَئِنَ,1,diacritic_variant
25224,9,1442,qalun,76,لَئِنۡ,لَئِنْ,1,diacritic_variant
25225,9,1443,warsh,76,ءَاتَىٰنَا,اٰتٜيٰنَا,1,diacritic_variant
25225,9,1443,qalun,76,ءَاتَىٰنَا,ءَاتَيٰنَا,1,diacritic_variant
25227,9,1445,warsh,76,فَضۡلِهِۦ,فَضْلِهِۦ,1,identical
25227,9,1445,qalun,76,فَضۡلِهِۦ,فَضْلِهِۦ,1,identical
25231,9,1449,warsh,76,ٱلصَّٰلِحِينَ,ࡰ۬لصَّٰلِحِينَ,1,diacritic_variant
25231,9,1449,qalun,76,ٱلصَّٰلِحِينَ,ࡰ۬لصَّٰلِحِينَ,1,diacritic_variant
25231,9,1449,duri,76,ٱلصَّٰلِحِينَ,اَ۬لصَّٰلِحِينَ,1,diacritic_variant
25231,9,1449,susi,76,ٱلصَّٰلِحِينَ,ࡱ۬لصَّٰلِحِينَ,1,diacritic_variant
25232,9,1450,qalun,77,فَلَمَّآ,فَلَمَّا,1,diacritic_variant
25232,9,1450,susi,77,فَلَمَّآ,فَلَمَّا,1,diacritic_variant
25232,9,1450,bazzi,77,فَلَمَّآ,فَلَمَّا,1,diacritic_variant
25233,9,1451,warsh,77,ءَاتَىٰهُم,ءَاتٜيٰهُم,1,diacritic_variant
25233,9,1451,qalun,77,ءَاتَىٰهُم,ءَاتَيٰهُم,1,diacritic_variant
25233,9,1451,bazzi,77,ءَاتَىٰهُم,ءَاتَىٰهُمُۥ,1,diacritic_variant
25234,9,1452,bazzi,77,مِّن,مِن,1,diacritic_variant
25235,9,1453,warsh,77,فَضۡلِهِۦ,فَضْلِهِۦ,1,identical
25235,9,1453,qalun,77,فَضۡلِهِۦ,فَضْلِهِۦ,1,identical
25239,9,1457,bazzi,77,وَّهُم,وَّهُمُۥ,1,diacritic_variant
25240,9,1458,warsh,77,مُّعۡرِضُونَ,مُّعْرِضُونَ,1,diacritic_variant
25240,9,1458,qalun,77,مُّعۡرِضُونَ,مُّعْرِضُونَ,1,diacritic_variant
25240,9,1458,bazzi,77,مُّعۡرِضُونَ,مُعۡرِضُونَ,1,diacritic_variant
25241,9,1459,warsh,78,فَأَعۡقَبَهُمۡ,فَأَعْقَبَهُمْ,1,diacritic_variant
25241,9,1459,qalun,78,فَأَعۡقَبَهُمۡ,فَأَعْقَبَهُمْ,1,diacritic_variant
25241,9,1459,bazzi,78,فَأَعۡقَبَهُمۡ,فَأَعۡقَبَهُمُۥ,1,diacritic_variant
25242,9,1460,warsh,78,نِفَاقࣰا,نِفَاقاࣰ,1,diacritic_variant
25242,9,1460,qalun,78,نِفَاقࣰا,نِفَاقاࣰ,1,diacritic_variant
25242,9,1460,duri,78,نِفَاقࣰا,نِفَاقٗا,1,diacritic_variant
25243,9,1461,warsh,78,فِي,فِے,1,identical
25243,9,1461,qalun,78,فِي,فِے,1,identical
25244,9,1462,warsh,78,قُلُوبِهِمۡ,قُلُوبِهِمُۥٓ,1,diacritic_variant
25244,9,1462,qalun,78,قُلُوبِهِمۡ,قُلُوبِهِمْ,1,diacritic_variant
25244,9,1462,bazzi,78,قُلُوبِهِمۡ,قُلُوبِهِمُۥ,1,diacritic_variant
25246,9,1464,warsh,78,يَوۡمِ,يَوْمِ,1,identical
25246,9,1464,qalun,78,يَوۡمِ,يَوْمِ,1,identical
25247,9,1465,warsh,78,يَلۡقَوۡنَهُۥ,يَلْقَوْنَهُۥ,1,identical
25247,9,1465,qalun,78,يَلۡقَوۡنَهُۥ,يَلْقَوْنَهُۥ,1,identical
25248,9,1466,qalun,78,بِمَآ,بِمَا,1,diacritic_variant
25248,9,1466,susi,78,بِمَآ,بِمَا,1,diacritic_variant
25248,9,1466,bazzi,78,بِمَآ,بِمَا,1,diacritic_variant
25249,9,1467,warsh,78,أَخۡلَفُواْ,أَخْلَفُواْ,1,identical
25249,9,1467,qalun,78,أَخۡلَفُواْ,أَخْلَفُواْ,1,identical
25250,9,1468,warsh,78,ٱللَّهَ,ࡲ۬للَّهَ,1,diacritic_variant
25250,9,1468,qalun,78,ٱللَّهَ,ࡲ۬للَّهَ,1,diacritic_variant
25250,9,1468,duri,78,ٱللَّهَ,اُ۬للَّهَ,1,diacritic_variant
25250,9,1468,susi,78,ٱللَّهَ,ࡲ۬للَّهَ,1,diacritic_variant
25252,9,1470,bazzi,78,وَعَدُوهُ,وَعَدُوهُۥ,1,diacritic_variant
25255,9,1473,warsh,78,يَكۡذِبُونَ,يَكْذِبُونَ,1,identical
25255,9,1473,qalun,78,يَكۡذِبُونَ,يَكْذِبُونَ,1,identical
25256,9,1474,warsh,79,أَلَمۡ,أَلَمْ,1,identical
25256,9,1474,qalun,79,أَلَمۡ,أَلَمْ,1,identical
25257,9,1475,warsh,79,يَعۡلَمُوٓاْ,يَعْلَمُوٓاْ,1,diacritic_variant
25257,9,1475,qalun,79,يَعۡلَمُوٓاْ,يَعْلَمُواْ,1,diacritic_variant
25257,9,1475,susi,79,يَعۡلَمُوٓاْ,يَعۡلَمُواْ,1,diacritic_variant
25257,9,1475,bazzi,79,يَعۡلَمُوٓاْ,يَعۡلَمُواْ,1,diacritic_variant
25259,9,1477,warsh,79,ٱللَّهَ,ࡰ۬للَّهَ,1,diacritic_variant
25259,9,1477,qalun,79,ٱللَّهَ,ࡰ۬للَّهَ,1,diacritic_variant
25259,9,1477,duri,79,ٱللَّهَ,اَ۬للَّهَ,1,diacritic_variant
25259,9,1477,susi,79,ٱللَّهَ,ࡱ۬للَّهَ,1,diacritic_variant
25260,9,1478,warsh,79,يَعۡلَمُ,يَعْلَمُ,1,identical
25260,9,1478,qalun,79,يَعۡلَمُ,يَعْلَمُ,1,identical
25261,9,1479,warsh,79,سِرَّهُمۡ,سِرَّهُمْ,1,diacritic_variant
25261,9,1479,qalun,79,سِرَّهُمۡ,سِرَّهُمْ,1,diacritic_variant
25261,9,1479,bazzi,79,سِرَّهُمۡ,سِرَّهُمُۥ,1,diacritic_variant
25262,9,1480,warsh,79,وَنَجۡوَىٰهُمۡ,وَنَجْوٜيٰهُمْ,1,diacritic_variant
25262,9,1480,qalun,79,وَنَجۡوَىٰهُمۡ,وَنَجْوَيٰهُمْ,1,diacritic_variant
25262,9,1480,duri,79,وَنَجۡوَىٰهُمۡ,وَنَجۡوۭىٰهُمۡ,1,diacritic_variant
25262,9,1480,susi,79,وَنَجۡوَىٰهُمۡ,وَنَجۡو۪ىٰهُمۡ,1,diacritic_variant
25262,9,1480,bazzi,79,وَنَجۡوَىٰهُمۡ,وَنَجۡوَىٰهُمُۥ,1,diacritic_variant
25264,9,1482,warsh,79,ٱللَّهَ,ࡰ۬للَّهَ,1,diacritic_variant
25264,9,1482,qalun,79,ٱللَّهَ,ࡰ۬للَّهَ,1,diacritic_variant
25264,9,1482,duri,79,ٱللَّهَ,اَ۬للَّهَ,1,diacritic_variant
25264,9,1482,susi,79,ٱللَّهَ,ࡱ۬للَّهَ,1,diacritic_variant
25266,9,1484,shubah,78,ٱلۡغُيُوبِ,ٱلۡغِيُوبِ,1,diacritic_variant
25266,9,1484,warsh,79,ٱلۡغُيُوبِ,ࡲ۬لْغُيُوبِ,1,diacritic_variant
25266,9,1484,qalun,79,ٱلۡغُيُوبِ,ࡲ۬لْغُيُوبِ,1,diacritic_variant
25266,9,1484,duri,79,ٱلۡغُيُوبِ,اُ۬لۡغُيُوبِ,1,diacritic_variant
25266,9,1484,susi,79,ٱلۡغُيُوبِ,ࡲ۬لۡغُيُوبِ,1,diacritic_variant
25267,9,1485,warsh,80,ٱلَّذِينَ,ࡴ۬لذِينَ,1,diacritic_variant
25267,9,1485,qalun,80,ٱلَّذِينَ,ࡴ۬لذِينَ,1,diacritic_variant
25267,9,1485,duri,80,ٱلَّذِينَ,اِ۬لَّذِينَ,1,diacritic_variant
25267,9,1485,susi,80,ٱلَّذِينَ,ࡵ۬لَّذِينَ,1,diacritic_variant
25268,9,1486,warsh,80,يَلۡمِزُونَ,يَلْمِزُونَ,1,identical
25268,9,1486,qalun,80,يَلۡمِزُونَ,يَلْمِزُونَ,1,identical
25269,9,1487,warsh,80,ٱلۡمُطَّوِّعِينَ,ࡰ۬لْمُطَّوِّعِينَ,1,diacritic_variant
25269,9,1487,qalun,80,ٱلۡمُطَّوِّعِينَ,ࡰ۬لْمُطَّوِّعِينَ,1,diacritic_variant
25269,9,1487,duri,80,ٱلۡمُطَّوِّعِينَ,اَ۬لۡمُطَّوِّعِينَ,1,diacritic_variant
25269,9,1487,susi,80,ٱلۡمُطَّوِّعِينَ,ࡱ۬لۡمُطَّوِّعِينَ,1,diacritic_variant
25271,9,1489,warsh,80,ٱلۡمُؤۡمِنِينَ,ࡰ۬لْمُومِنِينَ,1,diacritic_variant
25271,9,1489,qalun,80,ٱلۡمُؤۡمِنِينَ,ࡰ۬لْمُؤْمِنِينَ,1,diacritic_variant
25271,9,1489,duri,80,ٱلۡمُؤۡمِنِينَ,اَ۬لۡمُؤۡمِنِينَ,1,diacritic_variant
25271,9,1489,susi,80,ٱلۡمُؤۡمِنِينَ,ࡱ۬لۡمُومِنِينَ,1,diacritic_variant
25272,9,1490,warsh,80,فِي,فِے,1,identical
25272,9,1490,qalun,80,فِي,فِے,1,identical
25273,9,1491,warsh,80,ٱلصَّدَقَٰتِ,ࡴ۬لصَّدَقَٰتِ,1,diacritic_variant
25273,9,1491,qalun,80,ٱلصَّدَقَٰتِ,ࡴ۬لصَّدَقَٰتِ,1,diacritic_variant
25273,9,1491,duri,80,ٱلصَّدَقَٰتِ,اِ۬لصَّدَقَٰتِ,1,diacritic_variant
25273,9,1491,susi,80,ٱلصَّدَقَٰتِ,ࡵ۬لصَّدَقَٰتِ,1,diacritic_variant
25274,9,1492,warsh,80,وَٱلَّذِينَ,وَالذِينَ,1,diacritic_variant
25274,9,1492,qalun,80,وَٱلَّذِينَ,وَالذِينَ,1,diacritic_variant
25274,9,1492,duri,80,وَٱلَّذِينَ,وَاَلَّذِينَ,1,diacritic_variant
25274,9,1492,susi,80,وَٱلَّذِينَ,وَࡱلَّذِينَ,1,diacritic_variant
25278,9,1496,warsh,80,جُهۡدَهُمۡ,جُهْدَهُمْ,1,diacritic_variant
25278,9,1496,qalun,80,جُهۡدَهُمۡ,جُهْدَهُمْ,1,diacritic_variant
25278,9,1496,bazzi,80,جُهۡدَهُمۡ,جُهۡدَهُمُۥ,1,diacritic_variant
25279,9,1497,warsh,80,فَيَسۡخَرُونَ,فَيَسْخَرُونَ,1,identical
25279,9,1497,qalun,80,فَيَسۡخَرُونَ,فَيَسْخَرُونَ,1,identical
25280,9,1498,warsh,80,مِنۡهُمۡ,مِنْهُمْ,1,diacritic_variant
25280,9,1498,qalun,80,مِنۡهُمۡ,مِنْهُمْ,1,diacritic_variant
25280,9,1498,bazzi,80,مِنۡهُمۡ,مِنۡهُمُۥ,1,diacritic_variant
25282,9,1500,warsh,80,ٱللَّهُ,ࡰ۬للَّهُ,1,diacritic_variant
25282,9,1500,qalun,80,ٱللَّهُ,ࡰ۬للَّهُ,1,diacritic_variant
25282,9,1500,duri,80,ٱللَّهُ,اَ۬للَّهُ,1,diacritic_variant
25282,9,1500,susi,80,ٱللَّهُ,ࡱ۬للَّهُ,1,diacritic_variant
25283,9,1501,warsh,80,مِنۡهُمۡ,مِنْهُمْ,1,diacritic_variant
25283,9,1501,qalun,80,مِنۡهُمۡ,مِنْهُمْ,1,diacritic_variant
25283,9,1501,bazzi,80,مِنۡهُمۡ,مِنۡهُمُۥ,1,diacritic_variant
25284,9,1502,warsh,80,وَلَهُمۡ,وَلَهُمْ,1,diacritic_variant
25284,9,1502,qalun,80,وَلَهُمۡ,وَلَهُمْ,1,diacritic_variant
25284,9,1502,bazzi,80,وَلَهُمۡ,وَلَهُمُۥ,1,diacritic_variant
25286,9,1504,warsh,80,أَلِيمٌ,ࡰلِيمٌ,1,identical
25287,9,1505,warsh,81,ٱسۡتَغۡفِرۡ,ࡴٜسْتَغْفِرْ,1,diacritic_variant
25287,9,1505,qalun,81,ٱسۡتَغۡفِرۡ,ࡴٜسْتَغْفِرْ,1,diacritic_variant
25287,9,1505,duri,81,ٱسۡتَغۡفِرۡ,اِ۪سۡتَغۡفِر,1,diacritic_variant
25287,9,1505,susi,81,ٱسۡتَغۡفِرۡ,ࡵٜسۡتَغۡفِر,1,diacritic_variant
25288,9,1506,warsh,81,لَهُمۡ,لَهُمُۥٓ,1,diacritic_variant
25288,9,1506,qalun,81,لَهُمۡ,لَهُمْ,1,diacritic_variant
25288,9,1506,duri,81,لَهُمۡ,لَّهُمۡ,1,diacritic_variant
25288,9,1506,susi,81,لَهُمۡ,لَّهُمۡ,1,diacritic_variant
25288,9,1506,bazzi,81,لَهُمۡ,لَهُمُۥ,1,diacritic_variant
25289,9,1507,warsh,81,أَوۡ,أَوْ,1,identical
25289,9,1507,qalun,81,أَوۡ,أَوْ,1,identical
25291,9,1509,warsh,81,تَسۡتَغۡفِرۡ,تَسْتَغْفِرْ,1,diacritic_variant
25291,9,1509,qalun,81,تَسۡتَغۡفِرۡ,تَسْتَغْفِرْ,1,diacritic_variant
25291,9,1509,duri,81,تَسۡتَغۡفِرۡ,تَسۡتَغۡفِر,1,diacritic_variant
25291,9,1509,susi,81,تَسۡتَغۡفِرۡ,تَسۡتَغۡفِر,1,diacritic_variant
25292,9,1510,warsh,81,لَهُمۡ,لَهُمُۥٓ,1,diacritic_variant
25292,9,1510,qalun,81,لَهُمۡ,لَهُمْ,1,diacritic_variant
25292,9,1510,duri,81,لَهُمۡ,لَّهُمۡ,1,diacritic_variant
25292,9,1510,susi,81,لَهُمۡ,لَّهُمۡ,1,diacritic_variant
25292,9,1510,bazzi,81,لَهُمۡ,لَهُمُۥ,1,diacritic_variant
25294,9,1512,warsh,81,تَسۡتَغۡفِرۡ,تَسْتَغْفِرْ,1,diacritic_variant
25294,9,1512,qalun,81,تَسۡتَغۡفِرۡ,تَسْتَغْفِرْ,1,diacritic_variant
25294,9,1512,duri,81,تَسۡتَغۡفِرۡ,تَسۡتَغۡفِر,1,diacritic_variant
25294,9,1512,susi,81,تَسۡتَغۡفِرۡ,تَسۡتَغۡفِر,1,diacritic_variant
25295,9,1513,warsh,81,لَهُمۡ,لَهُمْ,1,diacritic_variant
25295,9,1513,qalun,81,لَهُمۡ,لَهُمْ,1,diacritic_variant
25295,9,1513,duri,81,لَهُمۡ,لَّهُمۡ,1,diacritic_variant
25295,9,1513,susi,81,لَهُمۡ,لَّهُمۡ,1,diacritic_variant
25295,9,1513,bazzi,81,لَهُمۡ,لَهُمُۥ,1,diacritic_variant
25296,9,1514,warsh,81,سَبۡعِينَ,سَبْعِينَ,1,identical
25296,9,1514,qalun,81,سَبۡعِينَ,سَبْعِينَ,1,identical
25297,9,1515,duri,81,مَرَّةࣰ,مَرَّةٗ,1,diacritic_variant
25298,9,1516,warsh,81,فَلَن,فَلَنْ,1,diacritic_variant
25298,9,1516,qalun,81,فَلَن,فَلَنْ,1,diacritic_variant
25299,9,1517,warsh,81,يَغۡفِرَ,يَّغْفِرَ,1,diacritic_variant
25299,9,1517,qalun,81,يَغۡفِرَ,يَّغْفِرَ,1,diacritic_variant
25300,9,1518,warsh,81,ٱللَّهُ,ࡰ۬للَّهُ,1,diacritic_variant
25300,9,1518,qalun,81,ٱللَّهُ,ࡰ۬للَّهُ,1,diacritic_variant
25300,9,1518,duri,81,ٱللَّهُ,اَ۬للَّهُ,1,diacritic_variant
25300,9,1518,susi,81,ٱللَّهُ,ࡱ۬للَّهُ,1,diacritic_variant
25301,9,1519,warsh,81,لَهُمۡ,لَهُمْ,1,diacritic_variant
25301,9,1519,qalun,81,لَهُمۡ,لَهُمْ,1,diacritic_variant
25301,9,1519,bazzi,81,لَهُمۡ,لَهُمُۥ,1,diacritic_variant
25303,9,1521,warsh,81,بِأَنَّهُمۡ,بِأَنَّهُمْ,1,diacritic_variant
25303,9,1521,qalun,81,بِأَنَّهُمۡ,بِأَنَّهُمْ,1,diacritic_variant
25303,9,1521,bazzi,81,بِأَنَّهُمۡ,بِأَنَّهُمُۥ,1,diacritic_variant
25305,9,1523,warsh,81,بِٱللَّهِ,بِاللَّهِ,1,identical
25305,9,1523,qalun,81,بِٱللَّهِ,بِاللَّهِ,1,identical
25305,9,1523,duri,81,بِٱللَّهِ,بِاللَّهِ,1,identical
25305,9,1523,susi,81,بِٱللَّهِ,بِاللَّهِ,1,identical
25307,9,1525,warsh,81,وَٱللَّهُ,وَاللَّهُ,1,diacritic_variant
25307,9,1525,qalun,81,وَٱللَّهُ,وَاللَّهُ,1,diacritic_variant
25307,9,1525,duri,81,وَٱللَّهُ,وَاَللَّهُ,1,diacritic_variant
25307,9,1525,susi,81,وَٱللَّهُ,وَࡱللَّهُ,1,diacritic_variant
25309,9,1527,warsh,81,يَهۡدِي,يَهْدِے,1,identical
25309,9,1527,qalun,81,يَهۡدِي,يَهْدِے,1,identical
25310,9,1528,warsh,81,ٱلۡقَوۡمَ,ࡴ۬لْقَوْمَ,1,diacritic_variant
25310,9,1528,qalun,81,ٱلۡقَوۡمَ,ࡴ۬لْقَوْمَ,1,diacritic_variant
25310,9,1528,duri,81,ٱلۡقَوۡمَ,اِ۬لۡقَوۡمَ,1,diacritic_variant
25310,9,1528,susi,81,ٱلۡقَوۡمَ,ࡵ۬لۡقَوۡمَ,1,diacritic_variant
25311,9,1529,warsh,81,ٱلۡفَٰسِقِينَ,ࡰ۬لْفَٰسِقِينَ,1,diacritic_variant
25311,9,1529,qalun,81,ٱلۡفَٰسِقِينَ,ࡰ۬لْفَٰسِقِينَ,1,diacritic_variant
25311,9,1529,duri,81,ٱلۡفَٰسِقِينَ,اَ۬لۡفَٰسِقِينَ,1,diacritic_variant
25311,9,1529,susi,81,ٱلۡفَٰسِقِينَ,ࡱ۬لۡفَٰسِقِينَ,1,diacritic_variant
25313,9,1531,warsh,82,ٱلۡمُخَلَّفُونَ,ࡰ۬لْمُخَلَّفُونَ,1,diacritic_variant
25313,9,1531,qalun,82,ٱلۡمُخَلَّفُونَ,ࡰ۬لْمُخَلَّفُونَ,1,diacritic_variant
25313,9,1531,duri,82,ٱلۡمُخَلَّفُونَ,اَ۬لۡمُخَلَّفُونَ,1,diacritic_variant
25313,9,1531,susi,82,ٱلۡمُخَلَّفُونَ,ࡱ۬لۡمُخَلَّفُونَ,1,diacritic_variant
25314,9,1532,warsh,82,بِمَقۡعَدِهِمۡ,بِمَقْعَدِهِمْ,1,diacritic_variant
25314,9,1532,qalun,82,بِمَقۡعَدِهِمۡ,بِمَقْعَدِهِمْ,1,diacritic_variant
25314,9,1532,bazzi,82,بِمَقۡعَدِهِمۡ,بِمَقۡعَدِهِمُۥ,1,diacritic_variant
25317,9,1535,warsh,82,ٱللَّهِ,ࡴ۬للَّهِ,1,diacritic_variant
25317,9,1535,qalun,82,ٱللَّهِ,ࡴ۬للَّهِ,1,diacritic_variant
25317,9,1535,duri,82,ٱللَّهِ,اِ۬للَّهِ,1,diacritic_variant
25317,9,1535,susi,82,ٱللَّهِ,ࡵ۬للَّهِ,1,diacritic_variant
25318,9,1536,qalun,82,وَكَرِهُوٓاْ,وَكَرِهُواْ,1,diacritic_variant
25318,9,1536,susi,82,وَكَرِهُوٓاْ,وَكَرِهُواْ,1,diacritic_variant
25318,9,1536,bazzi,82,وَكَرِهُوٓاْ,وَكَرِهُواْ,1,diacritic_variant
25319,9,1537,warsh,82,أَن,أَنْ,1,diacritic_variant
25319,9,1537,qalun,82,أَن,أَنْ,1,diacritic_variant
25320,9,1538,warsh,82,يُجَٰهِدُواْ,يُّجَٰهِدُواْ,1,diacritic_variant
25320,9,1538,qalun,82,يُجَٰهِدُواْ,يُّجَٰهِدُواْ,1,diacritic_variant
25321,9,1539,warsh,82,بِأَمۡوَٰلِهِمۡ,بِأَمْوَٰلِهِمْ,1,diacritic_variant
25321,9,1539,qalun,82,بِأَمۡوَٰلِهِمۡ,بِأَمْوَٰلِهِمْ,1,diacritic_variant
