word_id,sura,word_index,aya_hafs,status,rasm,missing_in,joined_in,distinct_forms,forms
15087,5,1713,70,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
15134,5,1760,72,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
15201,5,1827,75,rasm_variant,ياكلان,,,4,"يَأۡكُلَانِ [hafs,shuba,douri,bazzi]  ||  يَاكُلَٰنِ [warsh]  ||  يَأْكُلَٰنِ [qaloun]  ||  يَاكُلَانِ [sousi]"
15256,5,1882,78,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
15301,5,1927,81,rasm_variant,والنبي,,,4,"وَٱلنَّبِيِّ [hafs,shuba,bazzi]  ||  وَالنَّبِےٓءِ [warsh,qaloun]  ||  وَاَلنَّبِيِّ [douri]  ||  وَࡱلنَّبِيِّ [sousi]"
15713,5,2339,101,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانُ [hafs,shuba]  ||  ࡲ۬لْقُرْءَانُ [warsh,qaloun]  ||  اُ۬لۡقُرۡءَانُ [douri]  ||  ࡲ۬لۡقُرۡءَانُ [sousi]  ||  ٱلۡقُرَانُ [bazzi]"
15806,5,2432,106,rasm_variant,اثنان,,,4,"ٱثۡنَانِ [hafs,shuba,bazzi]  ||  ࡴٜثْنَٰنِ [warsh,qaloun]  ||  اِ۪ثۡنَانِ [douri]  ||  ࡵٜثۡنَانِ [sousi]"
15811,5,2437,106,rasm_variant,ءاخران,,,3,"ءَاخَرَانِ [hafs,shuba,douri,sousi,bazzi]  ||  اٰخَرَٰنِ [warsh]  ||  ءَاخَرَٰنِ [qaloun]"
15826,5,2452,106,rasm_variant,فيقسمان,,,2,"فَيُقۡسِمَانِ [hafs,shuba,douri,sousi,bazzi]  ||  فَيُقْسِمَٰنِ [warsh,qaloun]"
15852,5,2478,107,rasm_variant,فاخران,,,2,"فََٔاخَرَانِ [hafs,shuba,douri,sousi,bazzi]  ||  فََٔاخَرَٰنِ [warsh,qaloun]"
15853,5,2479,107,rasm_variant,يقومان,,,2,"يَقُومَانِ [hafs,shuba,douri,sousi,bazzi]  ||  يَقُومَٰنِ [warsh,qaloun]"
15860,5,2486,107,rasm_variant,فيقسمان,,,3,"فَيُقۡسِمَانِ [hafs,shuba,douri,sousi,bazzi]  ||  فَيُقْسِمَٰنِ࣌ [warsh]  ||  فَيُقْسِمَٰنِ [qaloun]"
15947,5,2573,110,rasm_variant,وتبري,,,2,"وَتُبۡرِئُ [hafs,shuba,douri,sousi,bazzi]  ||  وَتُبْرِۓُ [warsh,qaloun]"
15958,5,2584,110,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
15975,5,2601,111,rasm_variant,الحوارين,,,4,"ٱلۡحَوَارِيِّۧنَ [hafs,shuba,bazzi]  ||  ࡰ۬لْحَوَارِيِّۑنَ [warsh,qaloun]  ||  اَ۬لۡحَوَارِيِّۧنَ [douri]  ||  ࡱ۬لۡحَوَارِيِّۧنَ [sousi]"
15977,5,2603,111,rasm_variant,ءامنوا,,,2,"ءَامِنُواْ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمِنُواْ [warsh]"
16222,6,44,4,rasm_variant,ءايه,,,3,"ءَايَةࣲ [hafs,shuba,qaloun,sousi,bazzi]  ||  اٰيَةࣲ [warsh]  ||  ءَايَةٖ [douri]"
16224,6,46,4,rasm_variant,ءايت,,,2,"ءَايَٰتِ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَٰتِ [warsh]"
16272,6,94,6,rasm_variant,ءاخرين,,,2,"ءَاخَرِينَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰخَرِينَ࣌ [warsh]"
16312,6,134,10,rasm_variant,استهزي,,,4,"ٱسۡتُهۡزِئَ [hafs,shuba,bazzi]  ||  ࡲ࢈سْتُهْزِۓَ [warsh,qaloun]  ||  اِ۟سۡتُهۡزِئَ [douri]  ||  ࡵ࢈سۡتُهۡزِئَ [sousi]"
16447,6,269,19,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانُ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانُ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانُ [douri]  ||  ࡱ۬لۡقُرۡءَانُ [sousi]  ||  ٱلۡقُرَانُ [bazzi]"
16452,6,274,19,rasm_variant,اينكم,,,6,"أَئِنَّكُمۡ [hafs,shuba]  ||  أَئِنَّكُمْ [warsh]  ||  أَٰئِنَّكُمْ [qaloun]  ||  أَٰى۪نَّكُمۡ [douri]  ||  أَٰىٜنَّكُمۡ [sousi]  ||  أَٮٜنَّكُمُۥ [bazzi]"
16673,6,495,32,rasm_variant,يعقلون,,,4,"تَعۡقِلُونَ [hafs]  ||  يَعۡقِلُونَ [shuba,douri,sousi,bazzi]  ||  تَعْقِلُونَ࣌ [warsh]  ||  تَعْقِلُونَ [qaloun]"
16807,6,629,40,rasm_variant,ارءيتكم,,,4,"أَرَءَيۡتَكُمۡ [hafs,shuba,douri,sousi]  ||  ࡰرَٰٓيْتَكُمُۥٓ [warsh]  ||  أَرَٰ۬يْتَكُمْ [qaloun]  ||  أَرَءَيۡتَكُمُۥ [bazzi]"
16888,6,710,46,rasm_variant,ارءيتم,,,4,"أَرَءَيۡتُمۡ [hafs,shuba,douri,sousi]  ||  ࡰرَٰٓيْتُمُۥٓ [warsh]  ||  أَرَٰ۬يْتُمْ [qaloun]  ||  أَرَءَيۡتُمُۥ [bazzi]"
16911,6,733,47,rasm_variant,ارءيتكم,,,4,"أَرَءَيۡتَكُمۡ [hafs,shuba,douri,sousi]  ||  ࡰرَٰٓيْتَكُمُۥٓ [warsh]  ||  أَرَٰ۬يْتَكُمْ [qaloun]  ||  أَرَءَيۡتَكُمُۥ [bazzi]"
16931,6,753,48,rasm_variant,ءامن,,,2,"ءَامَنَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمَنَ [warsh]"
17062,6,884,55,rasm_variant,ولتستبين,,,3,"وَلِتَسۡتَبِينَ [hafs,douri,sousi,bazzi]  ||  وَلِيَسۡتَبِينَ [shuba]  ||  وَلِتَسْتَبِينَ [warsh,qaloun]"
17103,6,925,57,rasm_variant,يقص,,,2,"يَقُصُّ [hafs,shuba,warsh,qaloun,bazzi]  ||  يَقۡضِ [douri,sousi]"
17184,6,1006,61,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
17215,6,1037,63,rasm_variant,انجيتنا,,,4,"أَنجَىٰنَا [hafs,shuba]  ||  ࡰنجَيْتَنَا [warsh]  ||  أَنجَيْتَنَا [qaloun]  ||  أَنجَيۡتَنَا [douri,sousi,bazzi]"
17430,6,1252,74,rasm_variant,ءالهه,,,2,"ءَالِهَةً [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰلِهَةً࣌ [warsh]"
17601,6,1423,85,rasm_variant,وزكرياء,,,2,"وَزَكَرِيَّا [hafs]  ||  وَزَكَرِيَّآءَ [shuba,warsh,qaloun,douri,sousi,bazzi]"
17617,6,1439,87,rasm_variant,ءابايهم,,,4,"ءَابَآئِهِمۡ [hafs,shuba,douri,sousi]  ||  اٰبَآئِهِمْ [warsh]  ||  ءَابَآئِهِمْ [qaloun]  ||  ءَابَآئِهِمُۥ [bazzi]"
17646,6,1468,89,rasm_variant,والنبوه,,,5,"وَٱلنُّبُوَّةَ [hafs,shuba,bazzi]  ||  وَالنُّبُوٓءَةَ࣌ [warsh]  ||  وَالنُّبُوٓءَةَ [qaloun]  ||  وَاَلنُّبُوَّةَ [douri]  ||  وَࡱلنُّبُوَّةَ [sousi]"
17699,6,1521,91,rasm_variant,تجعلونه,,,3,"تَجۡعَلُونَهُۥ [hafs,shuba]  ||  تَجْعَلُونَهُۥ [warsh,qaloun]  ||  يَجۡعَلُونَهُۥ [douri,sousi,bazzi]"
17701,6,1523,91,rasm_variant,تبدونها,,,3,"تُبۡدُونَهَا [hafs,shuba]  ||  تُبْدُونَهَا [warsh,qaloun]  ||  يُبۡدُونَهَا [douri,sousi,bazzi]"
17702,6,1524,91,rasm_variant,وتخفون,,,3,"وَتُخۡفُونَ [hafs,shuba]  ||  وَتُخْفُونَ [warsh,qaloun]  ||  وَيُخۡفُونَ [douri,sousi,bazzi]"
17721,6,1543,92,rasm_variant,مبارك,,,3,"مُبَارَكࣱ [hafs,shuba,sousi,bazzi]  ||  مُبَٰرَكࣱ [warsh,qaloun]  ||  مُبَارَكٞ [douri]"
17726,6,1548,92,rasm_variant,ولتنذر,,,2,"وَلِتُنذِرَ [hafs,warsh,qaloun,douri,sousi,bazzi]  ||  وَلِيُنذِرَ [shuba]"
17787,6,1609,93,rasm_variant,ءايته,,,2,"ءَايَٰتِهِۦ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَٰتِهِۦ [warsh]"
17820,6,1642,95,rasm_variant,فالق,,,2,"فَالِقُ [hafs,shuba,douri,sousi,bazzi]  ||  فَٰلِقُ [warsh,qaloun]"
17842,6,1664,96,rasm_variant,حسبانا,,,4,"حُسۡبَانࣰا [hafs,shuba,sousi,bazzi]  ||  حُسْبَٰناࣰ࣌ [warsh]  ||  حُسْبَٰناࣰ [qaloun]  ||  حُسۡبَانٗا [douri]"
17902,6,1724,99,rasm_variant,اعناب,,,4,"أَعۡنَابࣲ [hafs,shuba,sousi,bazzi]  ||  ࡰعْنَٰبࣲ [warsh]  ||  أَعْنَٰبࣲ [qaloun]  ||  أَعۡنَابٖ [douri]"
18111,6,1933,112,rasm_variant,نبي,,,2,"نَبِيٍّ [hafs,shuba,douri,sousi,bazzi]  ||  نَبِےٓءٍ [warsh,qaloun]"
18334,6,2156,124,rasm_variant,رسلته,,,4,"رِسَالَتَهُۥ [hafs,bazzi]  ||  رِسَٰلَٰتِهِۦ [shuba,qaloun,douri]  ||  رِسَٰلَٰتِهِۦ࣌ [warsh]  ||  رِّسَٰلَٰتِهِۦ [sousi]"
18394,6,2216,128,rasm_variant,نحشرهم,,,4,"يَحۡشُرُهُمۡ [hafs]  ||  نَحۡشُرُهُمۡ [shuba,douri,sousi]  ||  نَحْشُرُهُمْ [warsh,qaloun]  ||  نَحۡشُرُهُمُۥ [bazzi]"
18499,6,2321,133,rasm_variant,ءاخرين,,,2,"ءَاخَرِينَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰخَرِينَ࣌ [warsh]"
18614,6,2436,139,rasm_variant,يكن,,,3,"يَكُن [hafs,douri,sousi,bazzi]  ||  تَكُن [shuba]  ||  يَّكُن [warsh,qaloun]"
18700,6,2522,143,rasm_variant,ءالذكرين,,,3,"ءَآلذَّكَرَيۡنِ [hafs,shuba,douri,sousi,bazzi]  ||  آٓلذَّكَرَيْنِ [warsh]  ||  ءَآلذَّكَرَيْنِ [qaloun]"
18721,6,2543,144,rasm_variant,ءالذكرين,,,3,"ءَآلذَّكَرَيۡنِ [hafs,shuba,douri,sousi,bazzi]  ||  آٓلذَّكَرَيْنِ [warsh]  ||  ءَآلذَّكَرَيْنِ [qaloun]"
18767,6,2589,145,rasm_variant,يكون,,,3,"يَكُونَ [hafs,shuba,douri,sousi]  ||  يَّكُونَ [warsh,qaloun]  ||  تَكُونَ [bazzi]"
19020,6,2842,155,rasm_variant,مبارك,,,3,"مُبَارَكࣱ [hafs,shuba,sousi,bazzi]  ||  مُبَٰرَكࣱ [warsh,qaloun]  ||  مُبَارَكٞ [douri]"
19068,6,2890,157,rasm_variant,ءايتنا,,,2,"ءَايَٰتِنَا [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَٰتِنَا [warsh]"
19099,6,2921,158,rasm_variant,ءامنت,,,3,"ءَامَنَتۡ [hafs,shuba,douri,sousi,bazzi]  ||  اٰمَنَتْ [warsh]  ||  ءَامَنَتْ [qaloun]"
19466,7,238,22,rasm_variant,يخصفان,,,2,"يَخۡصِفَانِ [hafs,shuba,douri,sousi,bazzi]  ||  يَخْصِفَٰنِ [warsh,qaloun]"
19531,7,303,26,rasm_variant,ءايت,,,2,"ءَايَٰتِ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَٰتِ [warsh]"
19693,7,465,34,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
19696,7,468,34,rasm_variant,يستاخرون,,,4,"يَسۡتَأۡخِرُونَ [hafs,shuba,douri,bazzi]  ||  يَسْتَٰخِرُونَ [warsh]  ||  يَسْتَْٔخِرُونَ [qaloun]  ||  يَسۡتَاخِرُونَ [sousi]"
19805,7,577,38,rasm_variant,تعلمون,,,4,"تَعۡلَمُونَ [hafs,douri,sousi,bazzi]  ||  يَعۡلَمُونَ [shuba]  ||  تَعْلَمُونَ࣌ [warsh]  ||  تَعْلَمُونَ [qaloun]"
19963,7,735,47,rasm_variant,تلقا,,,5,"تِلۡقَآءَ [hafs,shuba]  ||  تِلْقَآءَ [warsh]  ||  تِلْقَا [qaloun]  ||  تِلۡقَآ [douri]  ||  تِلۡقَا [sousi,bazzi]"
20117,7,889,54,rasm_variant,تبارك,,,2,"تَبَارَكَ [hafs,shuba,douri,sousi,bazzi]  ||  تَبَٰرَكَ [warsh,qaloun]"
20148,7,920,57,rasm_variant,نشرا,,,3,"بُشۡرَۢا [hafs,shuba]  ||  نُشُراَۢ [warsh,qaloun]  ||  نُشُرَۢا [douri,sousi,bazzi]"
20463,7,1235,75,rasm_variant,ءامن,,,2,"ءَامَنَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمَنَ [warsh]"
20533,7,1305,81,rasm_variant,انكم,,,6,"إِنَّكُمۡ [hafs]  ||  أَءِنَّكُمۡ [shuba]  ||  إِنَّكُمْ [warsh,qaloun]  ||  أَٰ۟نَّكُمۡ [douri]  ||  أَٰࢇنَّكُمۡ [sousi]  ||  أَࢇنَّكُمُۥ [bazzi]"
20619,7,1391,86,rasm_variant,ءامن,,,2,"ءَامَنَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمَنَ [warsh]"
20766,7,1538,94,rasm_variant,نبي,,,2,"نَّبِيٍّ [hafs,shuba,douri,sousi,bazzi]  ||  نَّبِےٓءٍ [warsh,qaloun]"
20930,7,1702,105,rasm_variant,اسرءيل,,,3,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ࣌ [warsh]  ||  إِسْرَآءِيلَ [qaloun]"
20985,7,1757,113,rasm_variant,ان,,,4,"إِنَّ [hafs,warsh,qaloun,bazzi]  ||  أَءِنَّ [shuba]  ||  أَٰ۟نَّ [douri]  ||  أَٰࢇنَّ [sousi]"
21055,7,1827,123,rasm_variant,ءاذن,,,3,"ءَاذَنَ [hafs,shuba,qaloun,douri,bazzi]  ||  اٰذَنَ [warsh]  ||  ءَاذَن [sousi]"
21086,7,1858,126,rasm_variant,ءامنا,,,2,"ءَامَنَّا [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمَنَّا [warsh]"
21193,7,1965,132,rasm_variant,ءايه,,,3,"ءَايَةࣲ [hafs,shuba,qaloun,sousi,bazzi]  ||  اٰيَةࣲ [warsh]  ||  ءَايَةٖ [douri]"
21234,7,2006,134,rasm_variant,اسرءيل,,,3,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ࣌ [warsh]  ||  إِسْرَآءِيلَ [qaloun]"
21269,7,2041,137,rasm_variant,كلمت,,,2,"كَلِمَتُ [hafs,shuba,douri,sousi,bazzi]  ||  كَلِمَةُ [warsh,qaloun]"
21274,7,2046,137,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
21288,7,2060,138,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
21331,7,2103,141,rasm_variant,ءال,,,2,"ءَالِ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰلِ [warsh]"
21416,7,2188,144,rasm_variant,برسلتي,,,3,"بِرِسَٰلَٰتِي [hafs,shuba,douri,sousi]  ||  بِرِسَالَتِے [warsh,qaloun]  ||  بِرِسَالَتِي [bazzi]"
21446,7,2218,146,rasm_variant,ءايتي,,,2,"ءَايَٰتِيَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَٰتِيَ [warsh]"
21701,7,2473,157,rasm_variant,النبي,,,4,"ٱلنَّبِيَّ [hafs,shuba,bazzi]  ||  ࡰ۬لنَّبِےٓءَ [warsh,qaloun]  ||  اَ۬لنَّبِيَّ [douri]  ||  ࡱ۬لنَّبِيَّ [sousi]"
21763,7,2535,158,rasm_variant,النبي,,,4,"ٱلنَّبِيِّ [hafs,shuba,bazzi]  ||  ࡴ۬لنَّبِےٓءِ [warsh,qaloun]  ||  اِ۬لنَّبِيِّ [douri]  ||  ࡵ۬لنَّبِيِّ [sousi]"
21838,7,2610,161,rasm_variant,نغفر,,,3,"نَّغۡفِرۡ [hafs,shuba,bazzi]  ||  تُغْفَرْ [warsh,qaloun]  ||  نَّغۡفِر [douri,sousi]"
21840,7,2612,161,rasm_variant,خطيتكم,,,5,"خَطِيَٰٓٔتِكُمۡ [hafs,shuba]  ||  خَطِيَٰٓٔتُكُمْ࣌ [warsh]  ||  خَطِيَٰٓٔتُكُمْ [qaloun]  ||  خَطَٰيَىٰكُمۡ [douri,sousi]  ||  خَطِيَٰٓٔتِكُمُۥ [bazzi]"
22007,7,2779,169,rasm_variant,يعقلون,,,4,"تَعۡقِلُونَ [hafs]  ||  يَعۡقِلُونَ [shuba,douri,sousi,bazzi]  ||  تَعْقِلُونَ࣌ [warsh]  ||  تَعْقِلُونَ [qaloun]"
22055,7,2827,172,rasm_variant,تقولوا,,,2,"تَقُولُواْ [hafs,shuba,warsh,qaloun,bazzi]  ||  يَقُولُواْ [douri,sousi]"
22064,7,2836,173,rasm_variant,تقولوا,,,4,"تَقُولُوٓاْ [hafs,shuba,warsh]  ||  تَقُولُواْ [qaloun,bazzi]  ||  يَقُولُوٓاْ [douri]  ||  يَقُولُواْ [sousi]"
22212,7,2984,184,rasm_variant,بصاحبهم,,,3,"بِصَاحِبِهِم [hafs,shuba,douri,sousi]  ||  بِصَٰحِبِهِم [warsh,qaloun]  ||  بِصَاحِبِهِمُۥ [bazzi]"
22248,7,3020,186,rasm_variant,ويذرهم,,,3,"وَيَذَرُهُمۡ [hafs,shuba,douri,sousi]  ||  وَنَذَرُهُمْ [warsh,qaloun]  ||  وَنَذَرُهُمُۥ [bazzi]"
22341,7,3113,189,rasm_variant,ءاتيتنا,,,3,"ءَاتَيۡتَنَا [hafs,shuba,douri,sousi,bazzi]  ||  اٰتَيْتَنَا [warsh]  ||  ءَاتَيْتَنَا [qaloun]"
22351,7,3123,190,rasm_variant,شركاء,,,3,"شُرَكَآءَ [hafs,douri,sousi,bazzi]  ||  شِرۡكࣰا [shuba]  ||  شِرْكاࣰ [warsh,qaloun]"
22425,7,3197,196,rasm_variant,ولي,,,2,"وَلِِّۧيَ [hafs,shuba,douri,sousi,bazzi]  ||  وَلِيِّيَ [warsh,qaloun]"
22515,7,3287,204,rasm_variant,قري,,,2,"قُرِئَ [hafs,shuba,douri,sousi,bazzi]  ||  قُرِۓَ [warsh,qaloun]"
22516,7,3288,204,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانُ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانُ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانُ [douri]  ||  ࡱ۬لۡقُرۡءَانُ [sousi]  ||  ٱلۡقُرَانُ [bazzi]"
22757,8,209,15,rasm_variant,الادبار,,,5,"ٱلۡأَدۡبَارَ [hafs,shuba,bazzi]  ||  ࡲ۬لَادْبَٰرَ࣌ [warsh]  ||  ࡲ۬لْأَدْبَٰرَ [qaloun]  ||  اُ۬لۡأَدۡبَارَ [douri]  ||  ࡲ۬لۡأَدۡبَارَ [sousi]"
23166,8,618,41,rasm_variant,الجمعان,,,5,"ٱلۡجَمۡعَانِ [hafs,shuba,bazzi]  ||  ࡰ۬لْجَمْعَٰنِ࣌ [warsh]  ||  ࡰ۬لْجَمْعَٰنِ [qaloun]  ||  اَ۬لۡجَمۡعَانِ [douri]  ||  ࡱ۬لۡجَمۡعَانِ [sousi]"
23200,8,652,42,rasm_variant,حي,,,4,"حَيَّ [hafs,douri,sousi]  ||  حَِۧيَ [shuba,bazzi]  ||  حَيِيَ [warsh]  ||  حَۑِيَ [qaloun]"
23305,8,757,48,rasm_variant,الفيتان,,,4,"ٱلۡفِئَتَانِ [hafs,shuba,bazzi]  ||  ࡴ۬لْفِئَتَٰنِ [warsh,qaloun]  ||  اِ۬لۡفِئَتَانِ [douri]  ||  ࡵ۬لۡفِئَتَان [sousi]"
23463,8,915,59,rasm_variant,تحسبن,,,4,"يَحۡسَبَنَّ [hafs]  ||  تَحۡسَبَنَّ [shuba]  ||  تَحْسِبَنَّ [warsh,qaloun]  ||  تَحۡسِبَنَّ [douri,sousi,bazzi]"
23548,8,1000,64,rasm_variant,النبي,,,4,"ٱلنَّبِيُّ [hafs,shuba,bazzi]  ||  ࡰ۬لنَّبِےٓءُ [warsh,qaloun]  ||  اَ۬لنَّبِيُّ [douri]  ||  ࡱ۬لنَّبِيُّ [sousi]"
23556,8,1008,65,rasm_variant,النبي,,,4,"ٱلنَّبِيُّ [hafs,shuba,bazzi]  ||  ࡰ۬لنَّبِےٓءُ [warsh,qaloun]  ||  اَ۬لنَّبِيُّ [douri]  ||  ࡱ۬لنَّبِيُّ [sousi]"
23569,8,1021,65,rasm_variant,يكن,,,2,"يَكُن [hafs,shuba,douri,sousi]  ||  تَكُن [warsh,qaloun,bazzi]"
23581,8,1033,66,rasm_variant,الن,,,5,"ٱلَٰۡٔنَ [hafs,shuba,bazzi]  ||  ࡰ۬لَٰنَ [warsh]  ||  ࡰ۬ءَلْٰنَ [qaloun]  ||  اَ۬لَٰۡٔنَ [douri]  ||  ࡱ۬لَٰۡٔنَ [sousi]"
23590,8,1042,66,rasm_variant,تكن,,,2,"يَكُن [hafs,shuba]  ||  تَكُن [warsh,qaloun,douri,sousi,bazzi]"
23609,8,1061,67,rasm_variant,لنبي,,,2,"لِنَبِيٍّ [hafs,shuba,douri,sousi,bazzi]  ||  لِنَبِےٓءٍ [warsh,qaloun]"
23611,8,1063,67,rasm_variant,يكون,,,3,"يَكُونَ [hafs,shuba,bazzi]  ||  يَّكُونَ [warsh,qaloun]  ||  تَكُونَ [douri,sousi]"
23649,8,1101,70,rasm_variant,النبي,,,4,"ٱلنَّبِيُّ [hafs,shuba,bazzi]  ||  ࡰ۬لنَّبِےٓءُ [warsh,qaloun]  ||  اَ۬لنَّبِيُّ [douri]  ||  ࡱ۬لنَّبِيُّ [sousi]"
24086,9,304,18,rasm_variant,ءامن,,,2,"ءَامَنَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمَنَ [warsh]"
24111,9,329,19,rasm_variant,ءامن,,,2,"ءَامَنَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمَنَ [warsh]"
24482,9,700,37,rasm_variant,النسيء,,,5,"ٱلنَّسِيٓءُ [hafs,shuba,bazzi]  ||  ࡰ۬لنَّسِيُّ [warsh]  ||  ࡰ۬لنَّسِےٓءُ [qaloun]  ||  اَ۬لنَّسِيٓءُ [douri]  ||  ࡱ۬لنَّسِيٓءُ [sousi]"
24700,9,918,47,rasm_variant,ولاوضعوا,,,3,"وَلَأَوۡضَعُواْ [hafs,shuba,bazzi]  ||  وَلَأَوْضَعُواْ [warsh,qaloun]  ||  وَلَأَاْوۡضَعُواْ [douri,sousi]"
24925,9,1143,61,rasm_variant,النبي,,,4,"ٱلنَّبِيَّ [hafs,shuba,bazzi]  ||  ࡰ۬لنَّبِےٓءَ [warsh,qaloun]  ||  اَ۬لنَّبِيَّ [douri]  ||  ࡱ۬لنَّبِيَّ [sousi]"
25013,9,1231,66,rasm_variant,يعف,,,3,"نَّعۡفُ [hafs,shuba]  ||  يُّعْفَ [warsh,qaloun]  ||  يُعۡفَ [douri,sousi,bazzi]"
25017,9,1235,66,rasm_variant,تعذب,,,3,"نُعَذِّبۡ [hafs,shuba]  ||  تُعَذَّبْ [warsh,qaloun]  ||  تُعَذَّبۡ [douri,sousi,bazzi]"
25164,9,1382,73,rasm_variant,النبي,,,4,"ٱلنَّبِيُّ [hafs,shuba,bazzi]  ||  ࡰ۬لنَّبِےٓءُ [warsh,qaloun]  ||  اَ۬لنَّبِيُّ [douri]  ||  ࡱ۬لنَّبِيُّ [sousi]"
25225,9,1443,75,rasm_variant,ءاتينا,,,3,"ءَاتَىٰنَا [hafs,shuba,douri,sousi,bazzi]  ||  اٰتٜيٰنَا [warsh]  ||  ءَاتَيٰنَا [qaloun]"
25410,9,1628,86,rasm_variant,ءامنوا,,,2,"ءَامِنُواْ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمِنُواْ [warsh]"
25685,9,1903,,partial,من,hafs|shuba|warsh|qaloun|douri|sousi,,1,مِن [bazzi]
25793,9,2011,107,rasm_variant,والذين,,,4,"وَٱلَّذِينَ [hafs,shuba,bazzi]  ||  ࡴ۬لذِينَ [warsh,qaloun]  ||  وَاَلَّذِينَ [douri]  ||  وَࡱلَّذِينَ [sousi]"
25904,9,2122,111,rasm_variant,والقرءان,,,6,"وَٱلۡقُرۡءَانِ [hafs,shuba]  ||  وَالْقُرْءَانِ࣌ [warsh]  ||  وَالْقُرْءَانِ [qaloun]  ||  وَاَلۡقُرۡءَانِ [douri]  ||  وَࡱلۡقُرۡءَانِ [sousi]  ||  وَٱلۡقُرَانِ [bazzi]"
25937,9,2155,113,rasm_variant,للنبي,,,2,"لِلنَّبِيِّ [hafs,shuba,douri,sousi,bazzi]  ||  لِلنَّبِےٓءِ [warsh,qaloun]"
26016,9,2234,117,rasm_variant,النبي,,,4,"ٱلنَّبِيِّ [hafs,shuba,bazzi]  ||  ࡰ۬لنَّبِےٓءِ [warsh,qaloun]  ||  اَ۬لنَّبِيِّ [douri]  ||  ࡱ۬لنَّبِيِّ [sousi]"
26028,9,2246,117,rasm_variant,تزيغ,,,3,"يَزِيغُ [hafs]  ||  تَزِيغُ [shuba,warsh,qaloun,douri,bazzi]  ||  تَّزِيغُ [sousi]"
26037,9,2255,117,rasm_variant,رءوف,,,3,"رَءُوفࣱ [hafs,warsh,qaloun,bazzi]  ||  رَؤُفࣱ [shuba,sousi]  ||  رَؤُفٞ [douri]"
26265,9,2483,128,rasm_variant,رءوف,,,3,"رَءُوفࣱ [hafs,warsh,qaloun,bazzi]  ||  رَؤُفࣱ [shuba,sousi]  ||  رَؤُفٞ [douri]"
26389,10,108,5,rasm_variant,يفصل,,,2,"يُفَصِّلُ [hafs,douri,sousi,bazzi]  ||  نُفَصِّلُ [shuba,warsh,qaloun]"
26420,10,139,7,rasm_variant,ءايتنا,,,2,"ءَايَٰتِنَا [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَٰتِنَا [warsh]"
