word_id,sura,word_index,aya_hafs,status,rasm,missing_in,joined_in,distinct_forms,forms
26540,10,259,15,rasm_variant,بقرءان,,,3,"بِقُرۡءَانٍ [hafs,shuba,douri,sousi]  ||  بِقُرْءَانٍ [warsh,qaloun]  ||  بِقُرَانٍ [bazzi]"
26552,10,271,15,rasm_variant,تلقاي,,,2,"تِلۡقَآيِٕ [hafs,shuba,douri,sousi,bazzi]  ||  تِلْقَآءِےْ [warsh,qaloun]"
26811,10,530,26,word_boundary,قتر,,douri,2,"قَتَرࣱ [hafs,shuba,warsh,qaloun,sousi,bazzi]  ||  قَتَرٞ [douri]"
26812,10,531,26,word_boundary,ولا,,douri,1,"وَلَا [hafs,shuba,warsh,qaloun,douri,sousi,bazzi]"
27005,10,724,37,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانُ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانُ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانُ [douri]  ||  ࡱ۬لۡقُرۡءَانُ [sousi]  ||  ٱلۡقُرَانُ [bazzi]"
27119,10,838,45,rasm_variant,نحشرهم,,,4,"يَحۡشُرُهُمۡ [hafs]  ||  نَحۡشُرُهُمۡ [shuba,douri,sousi]  ||  نَحْشُرُهُمْ [warsh,qaloun]  ||  نَحۡشُرُهُمُۥ [bazzi]"
27187,10,906,49,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
27195,10,914,50,rasm_variant,ارءيتم,,,4,"أَرَءَيۡتُمۡ [hafs,shuba,douri,sousi]  ||  ࡰرَٰٓيْتُمُۥٓ [warsh]  ||  أَرَٰ۬يْتُمْ [qaloun]  ||  أَرَءَيۡتُمُۥ [bazzi]"
27308,10,1027,59,rasm_variant,ارءيتم,,,4,"أَرَءَيۡتُم [hafs,shuba,douri,sousi]  ||  ࡰرَٰٓيْتُم [warsh]  ||  أَرَٰ۬يْتُم [qaloun]  ||  أَرَءَيۡتُمُۥ [bazzi]"
27320,10,1039,59,rasm_variant,ءالله,,,2,"ءَآللَّهُ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  آٓللَّهُ [warsh]"
27354,10,1073,61,rasm_variant,قرءان,,,4,"قُرۡءَانࣲ [hafs,shuba,sousi]  ||  قُرْءَانࣲ [warsh,qaloun]  ||  قُرۡءَانٖ [douri]  ||  قُرَانࣲ [bazzi]"
27676,10,1395,81,rasm_variant,السحر,,,4,"ٱلسِّحۡرُ [hafs,shuba,bazzi]  ||  ࡴ۬لسِّحْرُ࣌ [warsh]  ||  ࡴ۬لسِّحْرُ [qaloun]  ||  ءَآلسِّحۡرُ [douri,sousi]"
27793,10,1512,89,rasm_variant,تتبعان,,,2,"تَتَّبِعَآنِّ [hafs,shuba,douri,sousi,bazzi]  ||  تَتَّبِعَٰٓنِّ [warsh,qaloun]"
27800,10,1519,90,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
27821,10,1540,90,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
27844,10,1563,92,rasm_variant,ءايتنا,,,2,"ءَايَٰتِنَا [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَٰتِنَا [warsh]"
27849,10,1568,93,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
27921,10,1640,98,rasm_variant,ءامنت,,,3,"ءَامَنَتۡ [hafs,shuba,douri,sousi,bazzi]  ||  اٰمَنَتْ [warsh]  ||  ءَامَنَتْ [qaloun]"
27962,10,1681,100,rasm_variant,ويجعل,,,3,"وَيَجۡعَلُ [hafs,douri,sousi,bazzi]  ||  وَنَجۡعَلُ [shuba]  ||  وَيَجْعَلُ [warsh,qaloun]"
28118,11,4,1,rasm_variant,ءايته,,,2,"ءَايَٰتُهُۥ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰيَٰتُهُۥ [warsh]"
28514,11,400,24,rasm_variant,يستويان,,,2,"يَسۡتَوِيَانِ [hafs,shuba,douri,sousi,bazzi]  ||  يَسْتَوِيَٰنِ [warsh,qaloun]"
28569,11,455,28,rasm_variant,ارءيتم,,,4,"أَرَءَيۡتُمۡ [hafs,shuba,douri,sousi]  ||  أَرَٰٓيْتُمُۥٓ [warsh]  ||  أَرَٰ۬يْتُمْ [qaloun]  ||  أَرَءَيۡتُمُۥ [bazzi]"
28712,11,598,36,rasm_variant,ءامن,,,2,"ءَامَنَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمَنَ࣌ [warsh]"
28760,11,646,40,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
28778,11,664,40,rasm_variant,ءامن,,,2,"ءَامَنَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمَنَ࣌ [warsh]"
28823,11,709,43,rasm_variant,عاصم,,,2,"عَاصِمَ [hafs,shuba,douri,sousi,bazzi]  ||  عَٰصِمَ [warsh,qaloun]"
29073,11,959,58,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
29165,11,1051,63,rasm_variant,ارءيتم,,,4,"أَرَءَيۡتُمۡ [hafs,shuba,douri,sousi]  ||  أَرَٰٓيْتُمُۥٓ [warsh]  ||  أَرَٰ۬يْتُمْ [qaloun]  ||  أَرَءَيۡتُمُۥ [bazzi]"
29214,11,1100,66,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
29290,11,1176,71,rasm_variant,ورا,,,6,"وَرَآءِ [hafs,shuba]  ||  وَّرَآءِ [warsh]  ||  وَّرَآࢇ [qaloun]  ||  وَرَآ [douri]  ||  وَرَا [sousi]  ||  وَرَآࢇ [bazzi]"
29341,11,1227,76,rasm_variant,جا,,,4,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,bazzi]  ||  جَّآ [douri]  ||  جَّا [sousi]"
29368,11,1254,78,word_boundary,كانوا,,douri,1,"كَانُواْ [hafs,shuba,warsh,qaloun,douri,sousi,bazzi]"
29369,11,1255,78,word_boundary,يعملون,,douri,2,"يَعۡمَلُونَ [hafs,shuba,douri,sousi,bazzi]  ||  يَعْمَلُونَ [warsh,qaloun]"
29408,11,1294,80,rasm_variant,ءاوي,,,4,"ءَاوِيٓ [hafs,shuba,douri]  ||  اٰوِےٓ [warsh]  ||  ءَاوِے [qaloun]  ||  ءَاوِي [sousi,bazzi]"
29442,11,1328,82,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
29534,11,1420,88,rasm_variant,ارءيتم,,,4,"أَرَءَيۡتُمۡ [hafs,shuba,douri,sousi]  ||  أَرَٰٓيْتُمُۥٓ [warsh]  ||  أَرَٰ۬يْتُمْ [qaloun]  ||  أَرَءَيۡتُمُۥ [bazzi]"
29651,11,1537,94,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
29738,11,1624,101,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
29752,11,1638,102,rasm_variant,ظلمه,,,3,"ظَٰلِمَةٌ [hafs,shuba,douri,sousi,bazzi]  ||  ظَالِمَةٌ࣌ [warsh]  ||  ظَالِمَةٌ [qaloun]"
29851,11,1737,110,rasm_variant,ءاتينا,,,3,"ءَاتَيۡنَا [hafs,shuba,douri,sousi,bazzi]  ||  اٰتَيْنَا [warsh]  ||  ءَاتَيْنَا [qaloun]"
30031,11,1917,123,rasm_variant,يعملون,,,4,"تَعۡمَلُونَ [hafs]  ||  يَعۡمَلُونَ [shuba,douri,sousi,bazzi]  ||  تَعْمَلُونَ࣌ [warsh]  ||  تَعْمَلُونَ [qaloun]"
30039,12,8,2,rasm_variant,قرءنا,,,3,"قُرۡءَٰنًا [hafs,shuba,douri,sousi]  ||  قُرْءَٰناً [warsh,qaloun]  ||  قُرَٰنًا [bazzi]"
30052,12,21,3,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانَ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانَ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانَ [douri]  ||  ࡱ۬لۡقُرۡءَانَ [sousi]  ||  ٱلۡقُرَانَ [bazzi]"
30078,12,47,5,rasm_variant,رءياك,,,5,"رُءۡيَاكَ [hafs,shuba,bazzi]  ||  رُءْيٜاكَ [warsh]  ||  رُءْيَاكَ [qaloun]  ||  رُءۡيۭاكَ [douri]  ||  رُۥي۪اكَ [sousi]"
30180,12,149,12,rasm_variant,يرتع,,,4,"يَرۡتَعۡ [hafs,shuba]  ||  يَرْتَعِ [warsh,qaloun]  ||  نَّرۡتَعۡ [douri,sousi]  ||  نَّرۡتَعِ [bazzi]"
30181,12,150,12,rasm_variant,ويلعب,,,3,"وَيَلۡعَبۡ [hafs,shuba]  ||  وَيَلْعَبْ [warsh,qaloun]  ||  وَنَلۡعَبۡ [douri,sousi,bazzi]"
30557,12,526,36,rasm_variant,فتيان,,,3,"فَتَيَانِ [hafs,shuba,douri,sousi,bazzi]  ||  فَتَيَٰنِ࣌ [warsh]  ||  فَتَيَٰنِ [qaloun]"
30585,12,554,37,rasm_variant,ترزقانه,,,4,"تُرۡزَقَانِهِۦٓ [hafs,shuba,douri]  ||  تُرْزَقَٰنِهِۦٓ [warsh]  ||  تُرْزَقَٰنِهِۦ [qaloun]  ||  تُرۡزَقَانِهِۦ [sousi,bazzi]"
30692,12,661,41,rasm_variant,تستفتيان,,,3,"تَسۡتَفۡتِيَانِ [hafs,shuba,douri,sousi,bazzi]  ||  تَسْتَفْتِيَٰنِ࣌ [warsh]  ||  تَسْتَفْتِيَٰنِ [qaloun]"
30730,12,699,43,rasm_variant,رءيي,,,5,"رُءۡيَٰيَ [hafs,shuba,bazzi]  ||  رُءْيٰٜيَ [warsh]  ||  رُءْيَٰيَ [qaloun]  ||  رُءۡيٰۭيَ [douri]  ||  رُۥيٰ۪يَ [sousi]"
30733,12,702,43,rasm_variant,للرءيا,,,5,"لِلرُّءۡيَا [hafs,shuba,bazzi]  ||  لِلرُّءْيٜا [warsh]  ||  لِلرُّءْيَا [qaloun]  ||  لِلرُّءۡيۭا [douri]  ||  لِلرُّۥي۪ا [sousi]"
30857,12,826,51,rasm_variant,الن,,,5,"ٱلَٰۡٔنَ [hafs,shuba,bazzi]  ||  ࡴ۬لَٰنَ [warsh]  ||  ࡴ۬ءَلْٰنَ [qaloun]  ||  اِ۬لَٰۡٔنَ [douri]  ||  ࡵ۬لَٰۡٔنَ [sousi]"
30880,12,849,53,rasm_variant,ابري,,,2,"أُبَرِّئُ [hafs,shuba,douri,sousi,bazzi]  ||  أُبَرِّۓُ [warsh,qaloun]"
30885,12,854,53,rasm_variant,بالسو,,,6,"بِٱلسُّوٓءِ [hafs,shuba]  ||  بِالسُّوٓءِ [warsh]  ||  بِالسُّوِّ [qaloun]  ||  بِالسُّوٓ [douri]  ||  بِالسُّو [sousi]  ||  بِٱلسُّوِّ [bazzi]"
30924,12,893,56,rasm_variant,يشاء,,,3,"يَشَآءُ [hafs,shuba,qaloun,douri,sousi]  ||  يَشَآءُ࣌ [warsh]  ||  نَشَآءُ [bazzi]"
30983,12,952,62,rasm_variant,لفتيته,,,4,"لِفِتۡيَٰنِهِ [hafs]  ||  لِفِتۡيَتِهِ [shuba,douri,bazzi]  ||  لِفِتْيَتِهِ [warsh,qaloun]  ||  لِّفِتۡيَتِهِ [sousi]"
31014,12,983,64,rasm_variant,ءامنكم,,,4,"ءَامَنُكُمۡ [hafs,shuba,douri,sousi]  ||  اٰمَنُكُمْ [warsh]  ||  ءَامَنُكُمْ [qaloun]  ||  ءَامَنُكُمُۥ [bazzi]"
31387,12,1356,84,rasm_variant,عيناه,,,3,"عَيۡنَاهُ [hafs,shuba,douri,sousi]  ||  عَيْنَٰهُ [warsh,qaloun]  ||  عَيۡنَاهُۥ [bazzi]"
31469,12,1438,90,rasm_variant,انك,,,5,"أَءِنَّكَ [hafs,shuba]  ||  أَࢇنَّكَ [warsh]  ||  أَٰࢇنَّكَ [qaloun,sousi]  ||  أَٰ۟نَّكَ [douri]  ||  إِنَّكَ [bazzi]"
31494,12,1463,91,rasm_variant,ءاثرك,,,2,"ءَاثَرَكَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰثَرَكَ [warsh]"
31603,12,1572,100,rasm_variant,رءيي,,,5,"رُءۡيَٰيَ [hafs,shuba,bazzi]  ||  رُءْيٰٜيَ [warsh]  ||  رُءْيَٰيَ [qaloun]  ||  رُءۡيٰۭيَ [douri]  ||  رُّۥيٰ۪يَ [sousi]"
31640,12,1609,101,rasm_variant,ءاتيتني,,,3,"ءَاتَيۡتَنِي [hafs,shuba,douri,sousi,bazzi]  ||  اٰتَيْتَنِے [warsh]  ||  ءَاتَيْتَنِے [qaloun]"
31691,12,1660,105,rasm_variant,ءايه,,,3,"ءَايَةࣲ [hafs,shuba,qaloun,sousi,bazzi]  ||  اٰيَةࣲ [warsh]  ||  ءَايَةٖ [douri]"
31744,12,1713,109,rasm_variant,يوحي,,,5,"نُّوحِيٓ [hafs]  ||  يُوحَىٰٓ [shuba,douri]  ||  يُوحٜىٰٓ [warsh]  ||  يُوحَىٰ [qaloun,sousi]  ||  يُوحَيٰ [bazzi]"
31766,12,1735,109,rasm_variant,تعقلون,,,4,"تَعۡقِلُونَ [hafs,shuba]  ||  تَعْقِلُونَ࣌ [warsh]  ||  تَعْقِلُونَ [qaloun]  ||  يَعۡقِلُونَ [douri,sousi,bazzi]"
31777,12,1746,110,rasm_variant,فنجي,,,3,"فَنُجِّيَ [hafs,shuba]  ||  فَنُنجِے [warsh,qaloun]  ||  فَنُۨجِي [douri,sousi,bazzi]"
31886,13,78,4,rasm_variant,تسقي,,,4,"يُسۡقَىٰ [hafs,shuba]  ||  تُسْقٜىٰ [warsh]  ||  تُسْقَىٰ [qaloun]  ||  تُسۡقَىٰ [douri,sousi,bazzi]"
31905,13,97,5,rasm_variant,اذا,,,4,"أَءِذَا [hafs,shuba]  ||  أَࢇذَا [warsh,bazzi]  ||  أَٰࢇذَا [qaloun,sousi]  ||  أَٰ۟ذَا [douri]"
31908,13,100,5,rasm_variant,انا,,,6,"أَءِنَّا [hafs,shuba]  ||  ࡴنَّا [warsh]  ||  إِنَّا [qaloun]  ||  أَٰ۟نَّا [douri]  ||  أَٰࢇنَّا [sousi]  ||  أَࢇنَّا [bazzi]"
31919,13,111,5,rasm_variant,اعناقهم,,,4,"أَعۡنَاقِهِمۡ [hafs,shuba,douri,sousi]  ||  أَعْنَٰقِهِمْ࣌ [warsh]  ||  أَعْنَٰقِهِمْ [qaloun]  ||  أَعۡنَاقِهِمُۥ [bazzi]"
32036,13,228,12,rasm_variant,وينشي,,,2,"وَيُنشِئُ [hafs,shuba,douri,sousi,bazzi]  ||  وَيُنشِۓُ [warsh,qaloun]"
32121,13,313,16,rasm_variant,تستوي,,,3,"تَسۡتَوِي [hafs,douri,sousi,bazzi]  ||  يَسۡتَوِي [shuba]  ||  تَسْتَوِے [warsh,qaloun]"
32153,13,345,17,rasm_variant,توقدون,,,2,"يُوقِدُونَ [hafs]  ||  تُوقِدُونَ [shuba,warsh,qaloun,douri,sousi,bazzi]"
32256,13,448,22,rasm_variant,وعلانيه,,,3,"وَعَلَانِيَةࣰ [hafs,shuba,sousi,bazzi]  ||  وَعَلَٰنِيَةࣰ [warsh,qaloun]  ||  وَعَلَانِيَةٗ [douri]"
32270,13,462,23,rasm_variant,ءابايهم,,,4,"ءَابَآئِهِمۡ [hafs,shuba,douri,sousi]  ||  اٰبَآئِهِمْ [warsh]  ||  ءَابَآئِهِمْ [qaloun]  ||  ءَابَآئِهِمُۥ [bazzi]"
32393,13,585,31,rasm_variant,قرءانا,,,4,"قُرۡءَانࣰا [hafs,shuba,sousi]  ||  قُرْءَاناࣰ [warsh,qaloun]  ||  قُرۡءَانٗا [douri]  ||  قُرَانࣰا [bazzi]"
32443,13,635,32,rasm_variant,استهزي,,,4,"ٱسۡتُهۡزِئَ [hafs,shuba,bazzi]  ||  ࡲ࢈سْتُهْزِۓَ [warsh,qaloun]  ||  اِ۟سۡتُهۡزِئَ [douri]  ||  ࡵ࢈سۡتُهۡزِئَ [sousi]"
32760,14,98,6,rasm_variant,ءال,,,2,"ءَالِ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰلِ [warsh]"
33201,14,539,31,rasm_variant,وعلانيه,,,3,"وَعَلَانِيَةࣰ [hafs,shuba,sousi,bazzi]  ||  وَعَلَٰنِيَةࣰ [warsh,qaloun]  ||  وَعَلَانِيَةٗ [douri]"
33497,15,5,1,rasm_variant,وقرءان,,,4,"وَقُرۡءَانࣲ [hafs,shuba,sousi]  ||  وَقُرْءَانࣲ [warsh,qaloun]  ||  وَقُرۡءَانٖ [douri]  ||  وَقُرَانࣲ [bazzi]"
33544,15,52,8,rasm_variant,تنزل,,,4,"نُنَزِّلُ [hafs]  ||  تُنَزَّلُ [shuba]  ||  تَنَزَّلُ [warsh,qaloun,douri,sousi]  ||  تَّنَزَّلُ [bazzi]"
33824,15,332,46,rasm_variant,ءامنين,,,2,"ءَامِنِينَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمِنِينَ࣌ [warsh]"
33843,15,351,49,rasm_variant,نبي,,,3,"نَبِّئۡ [hafs,shuba,douri,bazzi]  ||  نَبِّۓْ [warsh,qaloun]  ||  نَّبِّئۡ [sousi]"
33921,15,429,61,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
33922,15,430,61,rasm_variant,ءال,,,3,"ءَالَ [hafs,shuba,qaloun,douri,bazzi]  ||  ࢇالَ [warsh]  ||  ءَال [sousi]"
33963,15,471,67,rasm_variant,وجا,,,3,"وَجَآءَ [hafs,shuba,warsh]  ||  وَجَا [qaloun,sousi,bazzi]  ||  وَجَآ [douri]"
34042,15,550,82,rasm_variant,ءامنين,,,2,"ءَامِنِينَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰمِنِينَ࣌ [warsh]"
34072,15,580,87,rasm_variant,ءاتينك,,,3,"ءَاتَيۡنَٰكَ [hafs,shuba,douri,sousi,bazzi]  ||  اٰتَيْنَٰكَ [warsh]  ||  ءَاتَيْنَٰكَ [qaloun]"
34076,15,584,87,rasm_variant,والقرءان,,,5,"وَٱلۡقُرۡءَانَ [hafs,shuba]  ||  وَالْقُرْءَانَ [warsh,qaloun]  ||  وَاَلۡقُرۡءَانَ [douri]  ||  وَࡱلۡقُرۡءَانَ [sousi]  ||  وَٱلۡقُرَانَ [bazzi]"
34104,15,612,91,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانَ [hafs,shuba]  ||  ࡲ۬لْقُرْءَانَ [warsh,qaloun]  ||  اُ۬لۡقُرۡءَانَ [douri]  ||  ࡲ۬لۡقُرۡءَانَ [sousi]  ||  ٱلۡقُرَانَ [bazzi]"
34126,15,634,96,rasm_variant,ءاخر,,,2,"ءَاخَرَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰخَرَ࣌ [warsh]"
34216,16,70,7,rasm_variant,لرءوف,,,3,"لَرَءُوفࣱ [hafs,warsh,qaloun,bazzi]  ||  لَرَؤُفࣱ [shuba,sousi]  ||  لَرَؤُفٞ [douri]"
34250,16,104,11,rasm_variant,ينبت,,,2,"يُنۢبِتُ [hafs,warsh,qaloun,douri,sousi,bazzi]  ||  نُنۢبِتُ [shuba]"
34354,16,208,20,rasm_variant,تدعون,,,3,"يَدۡعُونَ [hafs,shuba]  ||  تَدْعُونَ [warsh,qaloun]  ||  تَدۡعُونَ [douri,sousi,bazzi]"
34708,16,562,43,rasm_variant,يوحي,,,5,"نُّوحِيٓ [hafs]  ||  يُوحَىٰٓ [shuba,douri]  ||  يُوحٜىٰٓ [warsh]  ||  يُوحَىٰ [qaloun,sousi]  ||  يُوحَيٰ [bazzi]"
34758,16,612,47,rasm_variant,لرءوف,,,3,"لَرَءُوفࣱ [hafs,warsh,qaloun,bazzi]  ||  لَرَؤُفࣱ [shuba,sousi]  ||  لَرَؤُفٞ [douri]"
34768,16,622,48,rasm_variant,يتفيوا,,,2,"يَتَفَيَّؤُاْ [hafs,shuba,warsh,qaloun,bazzi]  ||  تَتَفَيَّؤُاْ [douri,sousi]"
34924,16,778,61,rasm_variant,جا,,,3,"جَآءَ [hafs,shuba,warsh]  ||  جَا [qaloun,sousi,bazzi]  ||  جَآ [douri]"
35105,16,959,71,rasm_variant,يجحدون,,,4,"يَجۡحَدُونَ [hafs,douri,sousi,bazzi]  ||  تَجۡحَدُونَ [shuba]  ||  يَجْحَدُونَ࣌ [warsh]  ||  يَجْحَدُونَ [qaloun]"
35419,16,1273,90,rasm_variant,وايتاي,,,2,"وَإِيتَآيِٕ [hafs,shuba,douri,sousi,bazzi]  ||  وَإِيتَآءِےْ [warsh,qaloun]"
35540,16,1394,96,rasm_variant,وليجزين,,,3,"وَلَنَجۡزِيَنَّ [hafs,shuba,bazzi]  ||  وَلَيَجْزِيَنَّ [warsh,qaloun]  ||  وَلَيَجۡزِيَنَّ [douri,sousi]"
35568,16,1422,98,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانَ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانَ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانَ [douri]  ||  ࡱ۬لۡقُرۡءَانَ [sousi]  ||  ٱلۡقُرَانَ [bazzi]"
35755,16,1609,112,rasm_variant,ءامنه,,,3,"ءَامِنَةࣰ [hafs,shuba,qaloun,sousi,bazzi]  ||  اٰمِنَةࣰ [warsh]  ||  ءَامِنَةٗ [douri]"
35766,16,1620,112,rasm_variant,فاذقها,,,2,"فَأَذَٰقَهَا [hafs,shuba,douri,sousi,bazzi]  ||  فَأَذَاقَهَا [warsh,qaloun]"
36007,17,17,1,rasm_variant,ءايتنا,,,3,"ءَايَٰتِنَآ [hafs,shuba,douri]  ||  اٰيَٰتِنَآ࣌ [warsh]  ||  ءَايَٰتِنَا [qaloun,sousi,bazzi]"
36018,17,28,2,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
36020,17,30,2,rasm_variant,تتخذوا,,,2,"تَتَّخِذُواْ [hafs,shuba,warsh,qaloun,bazzi]  ||  يَتَّخِذُواْ [douri,sousi]"
36036,17,46,4,rasm_variant,اسرءيل,,,2,"إِسۡرَٰٓءِيلَ [hafs,shuba,douri,sousi,bazzi]  ||  إِسْرَآءِيلَ [warsh,qaloun]"
36110,17,120,9,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانَ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانَ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانَ [douri]  ||  ࡱ۬لۡقُرۡءَانَ [sousi]  ||  ٱلۡقُرَانَ [bazzi]"
36290,17,300,22,rasm_variant,ءاخر,,,2,"ءَاخَرَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰخَرَ [warsh]"
36329,17,339,24,rasm_variant,ربياني,,,2,"رَبَّيَانِي [hafs,shuba,douri,sousi,bazzi]  ||  رَبَّيَٰنِے [warsh,qaloun]"
36410,17,420,31,rasm_variant,خطا,,,4,"خِطࣰۡٔا [hafs,shuba,sousi]  ||  خِطْٔاࣰ [warsh,qaloun]  ||  خِطۡٔٗا [douri]  ||  خِطَآءࣰ [bazzi]"
36518,17,528,39,rasm_variant,ءاخر,,,2,"ءَاخَرَ [hafs,shuba,qaloun,douri,sousi,bazzi]  ||  اٰخَرَ [warsh]"
36539,17,549,41,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانِ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانِ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانِ [douri]  ||  ࡱ۬لۡقُرۡءَانِ [sousi]  ||  ٱلۡقُرَانِ [bazzi]"
36551,17,561,42,rasm_variant,تقولون,,,2,"يَقُولُونَ [hafs,bazzi]  ||  تَقُولُونَ [shuba,warsh,qaloun,douri,sousi]"
36564,17,574,44,rasm_variant,يسبح,,,2,"تُسَبِّحُ [hafs,douri,sousi]  ||  يُسَبِّحُ [shuba,warsh,qaloun,bazzi]"
36587,17,597,45,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانَ [hafs,shuba]  ||  ࡰ۬لْقُرْءَانَ [warsh,qaloun]  ||  اَ۬لۡقُرۡءَانَ [douri]  ||  ࡱ۬لۡقُرۡءَانَ [sousi]  ||  ٱلۡقُرَانَ [bazzi]"
36610,17,620,46,rasm_variant,القرءان,,,5,"ٱلۡقُرۡءَانِ [hafs,shuba]  ||  ࡴ۬لْقُرْءَانِ [warsh,qaloun]  ||  اِ۬لۡقُرۡءَانِ [douri]  ||  ࡵ۬لۡقُرۡءَانِ [sousi]  ||  ٱلۡقُرَانِ [bazzi]"
36645,17,655,49,rasm_variant,اذا,,,4,"أَءِذَا [hafs,shuba]  ||  أَࢇذَا [warsh,bazzi]  ||  أَٰࢇذَا [qaloun,sousi]  ||  أَٰ۟ذَا [douri]"
36649,17,659,49,rasm_variant,انا,,,6,"أَءِنَّا [hafs,shuba]  ||  ࡴنَّا [warsh]  ||  إِنَّا [qaloun]  ||  أَٰ۟نَّا [douri]  ||  أَٰࢇنَّا [sousi]  ||  أَࢇنَّا [bazzi]"
36731,17,741,55,rasm_variant,النبين,,,4,"ٱلنَّبِيِّۧنَ [hafs,shuba,bazzi]  ||  ࡰ۬لنَّبِيِٕٓۑنَ [warsh,qaloun]  ||  اَ۬لنَّبِيِّۧنَ [douri]  ||  ࡱ۬لنَّبِيِّۧنَ [sousi]"
36816,17,826,60,rasm_variant,الرءيا,,,4,"ٱلرُّءۡيَا [hafs,shuba,bazzi]  ||  ࡰ۬لرُّءْيَا [warsh,qaloun]  ||  اَ۬لرُّءۡيَا [douri]  ||  ࡱ۬لرُّۥيَا [sousi]"
36825,17,835,60,rasm_variant,القرءان,,,6,"ٱلۡقُرۡءَانِ [hafs,shuba]  ||  ࡴ۬لْقُرْءَانِ࣌ [warsh]  ||  ࡴ۬لْقُرْءَانِ [qaloun]  ||  اِ۬لۡقُرۡءَانِ [douri]  ||  ࡵ۬لۡقُرۡءَانِ [sousi]  ||  ٱلۡقُرَانِ [bazzi]"
36846,17,856,62,rasm_variant,ارءيتك,,,3,"أَرَءَيۡتَكَ [hafs,shuba,douri,sousi,bazzi]  ||  أَرَٰٓيْتَكَ [warsh]  ||  أَرَٰ۬يْتَكَ [qaloun]"
36932,17,942,68,rasm_variant,يخسف,,,3,"يَخۡسِفَ [hafs,shuba]  ||  يَّخْسِفَ [warsh,qaloun]  ||  نَّخۡسِفَ [douri,sousi,bazzi]"
36937,17,947,68,rasm_variant,يرسل,,,3,"يُرۡسِلَ [hafs,shuba]  ||  يُرْسِلَ [warsh,qaloun]  ||  نُرۡسِلَ [douri,sousi,bazzi]"
