number,sura,index,riwaya,ayah,canonical_uthmani,riwaya_uthmani,same_rasm,status
6100,2,6071,qaloun,285,ٱللَّهُ,ࡲ۬للَّهُ,1,diacritic_variant
6100,2,6071,douri,285,ٱللَّهُ,اُ۬للَّهُ,1,diacritic_variant
6100,2,6071,sousi,285,ٱللَّهُ,ࡲ۬للَّهُ,1,diacritic_variant
6101,2,6072,warsh,285,نَفۡسًا,نَفْساً,1,identical
6101,2,6072,qaloun,285,نَفۡسًا,نَفْساً,1,identical
6102,2,6073,warsh,285,إِلَّا,ࡴلَّا,1,identical
6103,2,6074,warsh,285,وُسۡعَهَا,وُسْعَهَا,1,identical
6103,2,6074,qaloun,285,وُسۡعَهَا,وُسْعَهَا,1,identical
6106,2,6077,warsh,285,كَسَبَتۡ,كَسَبَتْ,1,identical
6106,2,6077,qaloun,285,كَسَبَتۡ,كَسَبَتْ,1,identical
6107,2,6078,warsh,285,وَعَلَيۡهَا,وَعَلَيْهَا,1,identical
6107,2,6078,qaloun,285,وَعَلَيۡهَا,وَعَلَيْهَا,1,identical
6109,2,6080,warsh,285,ٱكۡتَسَبَتۡ,ࡰٜكْتَسَبَتْ,1,diacritic_variant
6109,2,6080,qaloun,285,ٱكۡتَسَبَتۡ,ࡰٜكْتَسَبَتْ,1,diacritic_variant
6109,2,6080,douri,285,ٱكۡتَسَبَتۡ,اَ۪كۡتَسَبَتۡ,1,diacritic_variant
6109,2,6080,sousi,285,ٱكۡتَسَبَتۡ,ࡱٜكۡتَسَبَتۡ,1,diacritic_variant
6112,2,6083,warsh,285,تُؤَاخِذۡنَآ,تُوَ۬اخِذْنَآ,1,diacritic_variant
6112,2,6083,qaloun,285,تُؤَاخِذۡنَآ,تُؤَاخِذْنَا,1,diacritic_variant
6112,2,6083,sousi,285,تُؤَاخِذۡنَآ,تُؤَاخِذۡنَا,1,diacritic_variant
6112,2,6083,bazzi,285,تُؤَاخِذۡنَآ,تُؤَاخِذۡنَا,1,diacritic_variant
6114,2,6085,qaloun,285,نَّسِينَآ,نَّسِينَا,1,diacritic_variant
6114,2,6085,sousi,285,نَّسِينَآ,نَّسِينَا,1,diacritic_variant
6114,2,6085,bazzi,285,نَّسِينَآ,نَّسِينَا,1,diacritic_variant
6115,2,6086,warsh,285,أَوۡ,أَوَ,1,diacritic_variant
6115,2,6086,qaloun,285,أَوۡ,أَوْ,1,diacritic_variant
6116,2,6087,warsh,285,أَخۡطَأۡنَا,ࡰخْطَأْنَا,1,diacritic_variant
6116,2,6087,qaloun,285,أَخۡطَأۡنَا,أَخْطَأْنَا,1,diacritic_variant
6116,2,6087,sousi,285,أَخۡطَأۡنَا,أَخۡطَانَا,1,diacritic_variant
6119,2,6090,warsh,285,تَحۡمِلۡ,تَحْمِلْ,1,identical
6119,2,6090,qaloun,285,تَحۡمِلۡ,تَحْمِلْ,1,identical
6120,2,6091,warsh,285,عَلَيۡنَآ,عَلَيْنَآ,1,diacritic_variant
6120,2,6091,qaloun,285,عَلَيۡنَآ,عَلَيْنَا,1,diacritic_variant
6120,2,6091,sousi,285,عَلَيۡنَآ,عَلَيۡنَا,1,diacritic_variant
6120,2,6091,bazzi,285,عَلَيۡنَآ,عَلَيۡنَا,1,diacritic_variant
6121,2,6092,warsh,285,إِصۡرࣰا,إِصْراࣰ,1,diacritic_variant
6121,2,6092,qaloun,285,إِصۡرࣰا,إِصْراࣰ,1,diacritic_variant
6121,2,6092,douri,285,إِصۡرࣰا,إِصۡرٗا,1,diacritic_variant
6123,2,6094,warsh,285,حَمَلۡتَهُۥ,حَمَلْتَهُۥ,1,identical
6123,2,6094,qaloun,285,حَمَلۡتَهُۥ,حَمَلْتَهُۥ,1,identical
6125,2,6096,warsh,285,ٱلَّذِينَ,ࡰ۬لذِينَ,1,diacritic_variant
6125,2,6096,qaloun,285,ٱلَّذِينَ,ࡰ۬لذِينَ,1,diacritic_variant
6125,2,6096,douri,285,ٱلَّذِينَ,اَ۬لَّذِينَ,1,diacritic_variant
6125,2,6096,sousi,285,ٱلَّذِينَ,ࡱ۬لَّذِينَ,1,diacritic_variant
6127,2,6098,warsh,285,قَبۡلِنَا,قَبْلِنَا,1,identical
6127,2,6098,qaloun,285,قَبۡلِنَا,قَبْلِنَا,1,identical
6130,2,6101,warsh,285,تُحَمِّلۡنَا,تُحَمِّلْنَا,1,identical
6130,2,6101,qaloun,285,تُحَمِّلۡنَا,تُحَمِّلْنَا,1,identical
6136,2,6107,warsh,285,وَٱعۡفُ,وَاعْفُ,1,diacritic_variant
6136,2,6107,qaloun,285,وَٱعۡفُ,وَاعْفُ,1,diacritic_variant
6136,2,6107,douri,285,وَٱعۡفُ,وَاَعۡفُ,1,diacritic_variant
6136,2,6107,sousi,285,وَٱعۡفُ,وَࡱعۡفُ,1,diacritic_variant
6138,2,6109,warsh,285,وَٱغۡفِرۡ,وَاغْفِرْ,1,diacritic_variant
6138,2,6109,qaloun,285,وَٱغۡفِرۡ,وَاغْفِرْ,1,diacritic_variant
6138,2,6109,douri,285,وَٱغۡفِرۡ,وَاَغۡفِر,1,diacritic_variant
6138,2,6109,sousi,285,وَٱغۡفِرۡ,وَࡱغۡفِر,1,diacritic_variant
6139,2,6110,douri,285,لَنَا,لَّنَا,1,diacritic_variant
6139,2,6110,sousi,285,لَنَا,لَّنَا,1,diacritic_variant
6140,2,6111,warsh,285,وَٱرۡحَمۡنَآ,وَارْحَمْنَآ,1,diacritic_variant
6140,2,6111,qaloun,285,وَٱرۡحَمۡنَآ,وَارْحَمْنَا,1,diacritic_variant
6140,2,6111,douri,285,وَٱرۡحَمۡنَآ,وَاَرۡحَمۡنَآ,1,diacritic_variant
6140,2,6111,sousi,285,وَٱرۡحَمۡنَآ,وَࡱرۡحَمۡنَا,1,diacritic_variant
6140,2,6111,bazzi,285,وَٱرۡحَمۡنَآ,وَٱرۡحَمۡنَا,1,diacritic_variant
6142,2,6113,warsh,285,مَوۡلَىٰنَا,مَوْلٜيٰنَا,1,diacritic_variant
6142,2,6113,qaloun,285,مَوۡلَىٰنَا,مَوْلَيٰنَا,1,diacritic_variant
6143,2,6114,warsh,285,فَٱنصُرۡنَا,فَانصُرْنَا,1,diacritic_variant
6143,2,6114,qaloun,285,فَٱنصُرۡنَا,فَانصُرْنَا,1,diacritic_variant
6143,2,6114,douri,285,فَٱنصُرۡنَا,فَاَنصُرۡنَا,1,diacritic_variant
6143,2,6114,sousi,285,فَٱنصُرۡنَا,فَاَنصُرۡنَا,1,diacritic_variant
6145,2,6116,warsh,285,ٱلۡقَوۡمِ,ࡰ۬لْقَوْمِ,1,diacritic_variant
6145,2,6116,qaloun,285,ٱلۡقَوۡمِ,ࡰ۬لْقَوْمِ,1,diacritic_variant
6145,2,6116,douri,285,ٱلۡقَوۡمِ,اَ۬لۡقَوۡمِ,1,diacritic_variant
6145,2,6116,sousi,285,ٱلۡقَوۡمِ,ࡱ۬لۡقَوۡمِ,1,diacritic_variant
6146,2,6117,warsh,285,ٱلۡكَٰفِرِينَ,ࡴ۬لْكٰٜفِرِينَ,1,diacritic_variant
6146,2,6117,qaloun,285,ٱلۡكَٰفِرِينَ,ࡴ۬لْكَٰفِرِينَ,1,diacritic_variant
6146,2,6117,douri,285,ٱلۡكَٰفِرِينَ,اِ۬لۡكٰ۪فِرِينَ,1,diacritic_variant
6146,2,6117,sousi,285,ٱلۡكَٰفِرِينَ,ࡵ۬لۡكٰٜفِرِينَ,1,diacritic_variant
6147,3,1,warsh,1,الٓمٓ,أَلَٓمِّٓ,1,diacritic_variant
6147,3,1,qaloun,1,الٓمٓ,أَلَٓمِّٓ,1,diacritic_variant
6148,3,2,warsh,1,ٱللَّهُ,ࡰ۬للَّهُ,1,diacritic_variant
6148,3,2,qaloun,1,ٱللَّهُ,ࡰ۬للَّهُ,1,diacritic_variant
6148,3,2,douri,1,ٱللَّهُ,اَ۬للَّهُ,1,diacritic_variant
6148,3,2,sousi,1,ٱللَّهُ,ࡱ۬للَّهُ,1,diacritic_variant
6149,3,3,qaloun,1,لَآ,لَا,1,diacritic_variant
6149,3,3,sousi,1,لَآ,لَا,1,diacritic_variant
6149,3,3,bazzi,1,لَآ,لَا,1,diacritic_variant
6153,3,7,warsh,1,ٱلۡحَيُّ,ࡰ۬لْحَيُّ,1,diacritic_variant
6153,3,7,qaloun,1,ٱلۡحَيُّ,ࡰ۬لْحَيُّ,1,diacritic_variant
6153,3,7,douri,1,ٱلۡحَيُّ,اَ۬لۡحَيُّ,1,diacritic_variant
6153,3,7,sousi,1,ٱلۡحَيُّ,ࡱ۬لۡحَيُّ,1,diacritic_variant
6154,3,8,warsh,1,ٱلۡقَيُّومُ,ࡲ۬لْقَيُّومُ,1,diacritic_variant
6154,3,8,qaloun,1,ٱلۡقَيُّومُ,ࡲ۬لْقَيُّومُ,1,diacritic_variant
6154,3,8,douri,1,ٱلۡقَيُّومُ,اُ۬لۡقَيُّومُ,1,diacritic_variant
6154,3,8,sousi,1,ٱلۡقَيُّومُ,ࡲ۬لۡقَيُّومُ,1,diacritic_variant
6156,3,10,warsh,2,عَلَيۡكَ,عَلَيْكَ,1,identical
6156,3,10,qaloun,2,عَلَيۡكَ,عَلَيْكَ,1,identical
6157,3,11,warsh,2,ٱلۡكِتَٰبَ,ࡰ۬لْكِتَٰبَ,1,diacritic_variant
6157,3,11,qaloun,2,ٱلۡكِتَٰبَ,ࡰ۬لْكِتَٰبَ,1,diacritic_variant
6157,3,11,douri,2,ٱلۡكِتَٰبَ,اَ۬لۡكِتَٰبَ,1,diacritic_variant
6157,3,11,sousi,2,ٱلۡكِتَٰبَ,ࡱ۬لۡكِتَٰب,1,diacritic_variant
6158,3,12,warsh,2,بِٱلۡحَقِّ,بِالْحَقِّ,1,diacritic_variant
6158,3,12,qaloun,2,بِٱلۡحَقِّ,بِالْحَقِّ,1,diacritic_variant
6158,3,12,douri,2,بِٱلۡحَقِّ,بِالۡحَقِّ,1,diacritic_variant
6158,3,12,sousi,2,بِٱلۡحَقِّ,بِّالۡحَقِّ,1,diacritic_variant
6159,3,13,warsh,2,مُصَدِّقࣰا,مُصَدِّقاࣰ,1,diacritic_variant
6159,3,13,qaloun,2,مُصَدِّقࣰا,مُصَدِّقاࣰ,1,diacritic_variant
6159,3,13,douri,2,مُصَدِّقࣰا,مُصَدِّقٗا,1,diacritic_variant
6161,3,15,warsh,2,بَيۡنَ,بَيْنَ,1,identical
6161,3,15,qaloun,2,بَيۡنَ,بَيْنَ,1,identical
6162,3,16,warsh,2,يَدَيۡهِ,يَدَيْهِ,1,diacritic_variant
6162,3,16,qaloun,2,يَدَيۡهِ,يَدَيْهِ,1,diacritic_variant
6162,3,16,bazzi,2,يَدَيۡهِ,يَدَيۡهِۦ,1,diacritic_variant
6164,3,18,warsh,2,ٱلتَّوۡرَىٰةَ,ࡰ۬لتَّوْرٜيٰةَ,1,diacritic_variant
6164,3,18,qaloun,2,ٱلتَّوۡرَىٰةَ,ࡰ۬لتَّوْرَيٰةَ,1,diacritic_variant
6164,3,18,douri,2,ٱلتَّوۡرَىٰةَ,اَ۬لتَّوۡر۪ىٰةَ,1,diacritic_variant
6164,3,18,sousi,2,ٱلتَّوۡرَىٰةَ,ࡱ۬لتَّوۡرٜىٰةَ,1,diacritic_variant
6165,3,19,warsh,2,وَٱلۡإِنجِيلَ,وَالِانجِيلَ,1,diacritic_variant
6165,3,19,qaloun,2,وَٱلۡإِنجِيلَ,وَالْإِنجِيلَ,1,diacritic_variant
6165,3,19,douri,2,وَٱلۡإِنجِيلَ,وَاَلۡإِنجِيلَ,1,diacritic_variant
6165,3,19,sousi,2,وَٱلۡإِنجِيلَ,وَࡱلۡإِنجِيلَ,1,diacritic_variant
6167,3,21,warsh,3,قَبۡلُ,قَبْلُ,1,identical
6167,3,21,qaloun,3,قَبۡلُ,قَبْلُ,1,identical
6168,3,22,warsh,3,هُدࣰى,هُدىࣰ,1,diacritic_variant
6168,3,22,qaloun,3,هُدࣰى,هُدىࣰ,1,diacritic_variant
6168,3,22,douri,3,هُدࣰى,هُدٗى,1,diacritic_variant
6169,3,23,douri,3,لِّلنَّاسِ,لِّلنّ۪اسِ,1,diacritic_variant
6171,3,25,warsh,3,ٱلۡفُرۡقَانَ,ࡰ۬لْفُرْقَانَ,1,diacritic_variant
6171,3,25,qaloun,3,ٱلۡفُرۡقَانَ,ࡰ۬لْفُرْقَانَ,1,diacritic_variant
6171,3,25,douri,3,ٱلۡفُرۡقَانَ,اَ۬لۡفُرۡقَانَ,1,diacritic_variant
6171,3,25,sousi,3,ٱلۡفُرۡقَانَ,ࡱ۬لۡفُرۡقَانَ,1,diacritic_variant
6173,3,27,warsh,4,ٱلَّذِينَ,ࡰ۬لذِينَ,1,diacritic_variant
6173,3,27,qaloun,4,ٱلَّذِينَ,ࡰ۬لذِينَ,1,diacritic_variant
6173,3,27,douri,4,ٱلَّذِينَ,اَ۬لَّذِينَ,1,diacritic_variant
6173,3,27,sousi,4,ٱلَّذِينَ,ࡱ۬لَّذِينَ,1,diacritic_variant
6176,3,30,warsh,4,ٱللَّهِ,ࡴ۬للَّهِ,1,diacritic_variant
6176,3,30,qaloun,4,ٱللَّهِ,ࡴ۬للَّهِ,1,diacritic_variant
6176,3,30,douri,4,ٱللَّهِ,اِ۬للَّهِ,1,diacritic_variant
6176,3,30,sousi,4,ٱللَّهِ,ࡵ۬للَّهِ,1,diacritic_variant
6177,3,31,warsh,4,لَهُمۡ,لَهُمْ,1,diacritic_variant
6177,3,31,qaloun,4,لَهُمۡ,لَهُمْ,1,diacritic_variant
6177,3,31,bazzi,4,لَهُمۡ,لَهُمُۥ,1,diacritic_variant
6178,3,32,douri,4,عَذَابࣱ,عَذَابٞ,1,diacritic_variant
6179,3,33,douri,4,شَدِيدࣱ,شَدِيدٞ,1,diacritic_variant
6180,3,34,warsh,4,وَٱللَّهُ,وَاللَّهُ,1,diacritic_variant
6180,3,34,qaloun,4,وَٱللَّهُ,وَاللَّهُ,1,diacritic_variant
6180,3,34,douri,4,وَٱللَّهُ,وَاَللَّهُ,1,diacritic_variant
6180,3,34,sousi,4,وَٱللَّهُ,وَࡱللَّهُ,1,diacritic_variant
6181,3,35,douri,4,عَزِيزࣱ,عَزِيزٞ,1,diacritic_variant
6183,3,37,warsh,4,ٱنتِقَامٍ,ࡲٜنتِقَامٍ,1,diacritic_variant
6183,3,37,qaloun,4,ٱنتِقَامٍ,ࡲٜنتِقَامٍ,1,diacritic_variant
6183,3,37,douri,4,ٱنتِقَامٍ,اُ۪نتِقَامٍ,1,diacritic_variant
6183,3,37,sousi,4,ٱنتِقَامٍ,ࡲٜنتِقَامٍ,1,diacritic_variant
6184,3,38,warsh,5,إِنَّ,ࡴنَّ,1,identical
6185,3,39,warsh,5,ٱللَّهَ,ࡰ۬للَّهَ,1,diacritic_variant
6185,3,39,qaloun,5,ٱللَّهَ,ࡰ۬للَّهَ,1,diacritic_variant
6185,3,39,douri,5,ٱللَّهَ,اَ۬للَّهَ,1,diacritic_variant
6185,3,39,sousi,5,ٱللَّهَ,ࡱ۬للَّهَ,1,diacritic_variant
6187,3,41,warsh,5,يَخۡفَىٰ,يَخْفٜىٰ,1,diacritic_variant
6187,3,41,qaloun,5,يَخۡفَىٰ,يَخْفَىٰ,1,diacritic_variant
6188,3,42,warsh,5,عَلَيۡهِ,عَلَيْهِ,1,diacritic_variant
6188,3,42,qaloun,5,عَلَيۡهِ,عَلَيْهِ,1,diacritic_variant
6188,3,42,bazzi,5,عَلَيۡهِ,عَلَيۡهِۦ,1,diacritic_variant
6189,3,43,warsh,5,شَيۡءࣱ,شَےْءࣱ,1,diacritic_variant
6189,3,43,qaloun,5,شَيۡءࣱ,شَےْءࣱ,1,diacritic_variant
6189,3,43,douri,5,شَيۡءࣱ,شَيۡءٞ,1,diacritic_variant
6190,3,44,warsh,5,فِي,فِے,1,identical
6190,3,44,qaloun,5,فِي,فِے,1,identical
6191,3,45,warsh,5,ٱلۡأَرۡضِ,ࡴ۬لَارْضِ,1,diacritic_variant
6191,3,45,qaloun,5,ٱلۡأَرۡضِ,ࡴ۬لْأَرْضِ,1,diacritic_variant
6191,3,45,douri,5,ٱلۡأَرۡضِ,اِ۬لۡأَرۡضِ,1,diacritic_variant
6191,3,45,sousi,5,ٱلۡأَرۡضِ,ࡵ۬لۡأَرۡضِ,1,diacritic_variant
6193,3,47,warsh,5,فِي,فِے,1,identical
6193,3,47,qaloun,5,فِي,فِے,1,identical
6194,3,48,warsh,5,ٱلسَّمَآءِ,ࡴ۬لسَّمَآءِ,1,diacritic_variant
6194,3,48,qaloun,5,ٱلسَّمَآءِ,ࡴ۬لسَّمَآءِ,1,diacritic_variant
6194,3,48,douri,5,ٱلسَّمَآءِ,اِ۬لسَّمَآءِ,1,diacritic_variant
6194,3,48,sousi,5,ٱلسَّمَآءِ,ࡵ۬لسَّمَآءِ,1,diacritic_variant
6196,3,50,warsh,6,ٱلَّذِي,ࡰ۬لذِے,1,diacritic_variant
6196,3,50,qaloun,6,ٱلَّذِي,ࡰ۬لذِے,1,diacritic_variant
6196,3,50,douri,6,ٱلَّذِي,اَ۬لَّذِي,1,diacritic_variant
6196,3,50,sousi,6,ٱلَّذِي,ࡱ۬لَّذِي,1,diacritic_variant
6197,3,51,warsh,6,يُصَوِّرُكُمۡ,يُصَوِّرُكُمْ,1,diacritic_variant
6197,3,51,qaloun,6,يُصَوِّرُكُمۡ,يُصَوِّرُكُمْ,1,diacritic_variant
6197,3,51,bazzi,6,يُصَوِّرُكُمۡ,يُصَوِّرُكُمُۥ,1,diacritic_variant
6198,3,52,warsh,6,فِي,فِے,1,identical
6198,3,52,qaloun,6,فِي,فِے,1,identical
6199,3,53,warsh,6,ٱلۡأَرۡحَامِ,ࡴ۬لَارْحَامِ,1,diacritic_variant
6199,3,53,qaloun,6,ٱلۡأَرۡحَامِ,ࡴ۬لْأَرْحَامِ,1,diacritic_variant
6199,3,53,douri,6,ٱلۡأَرۡحَامِ,اِ۬لۡأَرۡحَامِ,1,diacritic_variant
6199,3,53,sousi,6,ٱلۡأَرۡحَامِ,ࡵ۬لۡأَرۡحَامِ,1,diacritic_variant
6200,3,54,warsh,6,كَيۡفَ,كَيْفَ,1,identical
6200,3,54,qaloun,6,كَيۡفَ,كَيْفَ,1,identical
6202,3,56,qaloun,6,لَآ,لَا,1,diacritic_variant
6202,3,56,sousi,6,لَآ,لَا,1,diacritic_variant
6202,3,56,bazzi,6,لَآ,لَا,1,diacritic_variant
6206,3,60,warsh,6,ٱلۡعَزِيزُ,ࡰ۬لْعَزِيزُ,1,diacritic_variant
6206,3,60,qaloun,6,ٱلۡعَزِيزُ,ࡰ۬لْعَزِيزُ,1,diacritic_variant
6206,3,60,douri,6,ٱلۡعَزِيزُ,اَ۬لۡعَزِيزُ,1,diacritic_variant
6206,3,60,sousi,6,ٱلۡعَزِيزُ,ࡱ۬لۡعَزِيزُ,1,diacritic_variant
6207,3,61,warsh,6,ٱلۡحَكِيمُ,ࡲ۬لْحَكِيمُ,1,diacritic_variant
6207,3,61,qaloun,6,ٱلۡحَكِيمُ,ࡲ۬لْحَكِيمُ,1,diacritic_variant
6207,3,61,douri,6,ٱلۡحَكِيمُ,اُ۬لۡحَكِيمُ,1,diacritic_variant
6207,3,61,sousi,6,ٱلۡحَكِيمُ,ࡲ۬لۡحَكِيمُ,1,diacritic_variant
6209,3,63,warsh,7,ٱلَّذِيٓ,ࡰ۬لذِےٓ,1,diacritic_variant
6209,3,63,qaloun,7,ٱلَّذِيٓ,ࡰ۬لذِے,1,diacritic_variant
6209,3,63,douri,7,ٱلَّذِيٓ,اَ۬لَّذِيٓ,1,diacritic_variant
6209,3,63,sousi,7,ٱلَّذِيٓ,ࡱ۬لَّذِي,1,diacritic_variant
6209,3,63,bazzi,7,ٱلَّذِيٓ,ٱلَّذِي,1,diacritic_variant
6211,3,65,warsh,7,عَلَيۡكَ,عَلَيْكَ,1,identical
6211,3,65,qaloun,7,عَلَيۡكَ,عَلَيْكَ,1,identical
6212,3,66,warsh,7,ٱلۡكِتَٰبَ,ࡰ۬لْكِتَٰبَ,1,diacritic_variant
6212,3,66,qaloun,7,ٱلۡكِتَٰبَ,ࡰ۬لْكِتَٰبَ,1,diacritic_variant
6212,3,66,douri,7,ٱلۡكِتَٰبَ,اَ۬لۡكِتَٰبَ,1,diacritic_variant
6212,3,66,sousi,7,ٱلۡكِتَٰبَ,ࡱ۬لۡكِتَٰبَ,1,diacritic_variant
6213,3,67,warsh,7,مِنۡهُ,مِنْهُ,1,diacritic_variant
6213,3,67,qaloun,7,مِنۡهُ,مِنْهُ,1,diacritic_variant
6213,3,67,bazzi,7,مِنۡهُ,مِنۡهُۥ,1,diacritic_variant
6214,3,68,douri,7,ءَايَٰتࣱ,ءَايَٰتٞ,1,diacritic_variant
6215,3,69,warsh,7,مُّحۡكَمَٰتٌ,مُّحْكَمَٰتٌ,1,identical
6215,3,69,qaloun,7,مُّحۡكَمَٰتٌ,مُّحْكَمَٰتٌ,1,identical
6218,3,72,warsh,7,ٱلۡكِتَٰبِ,ࡲ۬لْكِتَٰبِ,1,diacritic_variant
6218,3,72,qaloun,7,ٱلۡكِتَٰبِ,ࡲ۬لْكِتَٰبِ,1,diacritic_variant
6218,3,72,douri,7,ٱلۡكِتَٰبِ,اُ۬لۡكِتَٰبِ,1,diacritic_variant
6218,3,72,sousi,7,ٱلۡكِتَٰبِ,ࡲ۬لۡكِتَٰبِ,1,diacritic_variant
6220,3,74,douri,7,مُتَشَٰبِهَٰتࣱ,مُتَشَٰبِهَٰتٞ,1,diacritic_variant
6222,3,76,warsh,7,ٱلَّذِينَ,ࡰ۬لذِينَ,1,diacritic_variant
6222,3,76,qaloun,7,ٱلَّذِينَ,ࡰ۬لذِينَ,1,diacritic_variant
6222,3,76,douri,7,ٱلَّذِينَ,اَ۬لَّذِينَ,1,diacritic_variant
6222,3,76,sousi,7,ٱلَّذِينَ,ࡱ۬لَّذِينَ,1,diacritic_variant
6223,3,77,warsh,7,فِي,فِے,1,identical
6223,3,77,qaloun,7,فِي,فِے,1,identical
6224,3,78,warsh,7,قُلُوبِهِمۡ,قُلُوبِهِمْ,1,diacritic_variant
6224,3,78,qaloun,7,قُلُوبِهِمۡ,قُلُوبِهِمْ,1,diacritic_variant
6224,3,78,bazzi,7,قُلُوبِهِمۡ,قُلُوبِهِمُۥ,1,diacritic_variant
6225,3,79,warsh,7,زَيۡغࣱ,زَيْغࣱ,1,diacritic_variant
6225,3,79,qaloun,7,زَيۡغࣱ,زَيْغࣱ,1,diacritic_variant
6225,3,79,douri,7,زَيۡغࣱ,زَيۡغٞ,1,diacritic_variant
6229,3,83,warsh,7,مِنۡهُ,مِنْهُ,1,identical
6229,3,83,qaloun,7,مِنۡهُ,مِنْهُ,1,identical
6230,3,84,warsh,7,ٱبۡتِغَآءَ,ࡲٜبْتِغَآءَ,1,diacritic_variant
6230,3,84,qaloun,7,ٱبۡتِغَآءَ,ࡲٜبْتِغَآءَ,1,diacritic_variant
6230,3,84,douri,7,ٱبۡتِغَآءَ,اُ۪بۡتِغَآءَ,1,diacritic_variant
6230,3,84,sousi,7,ٱبۡتِغَآءَ,ࡲٜبۡتِغَآءَ,1,diacritic_variant
6231,3,85,warsh,7,ٱلۡفِتۡنَةِ,ࡰ۬لْفِتْنَةِ,1,diacritic_variant
6231,3,85,qaloun,7,ٱلۡفِتۡنَةِ,ࡰ۬لْفِتْنَةِ,1,diacritic_variant
6231,3,85,douri,7,ٱلۡفِتۡنَةِ,اَ۬لۡفِتۡنَةِ,1,diacritic_variant
6231,3,85,sousi,7,ٱلۡفِتۡنَةِ,ࡱ۬لۡفِتۡنَةِ,1,diacritic_variant
6232,3,86,warsh,7,وَٱبۡتِغَآءَ,وَابْتِغَآءَ,1,diacritic_variant
6232,3,86,qaloun,7,وَٱبۡتِغَآءَ,وَابْتِغَآءَ,1,diacritic_variant
6232,3,86,douri,7,وَٱبۡتِغَآءَ,وَاَبۡتِغَآءَ,1,diacritic_variant
6232,3,86,sousi,7,وَٱبۡتِغَآءَ,وَࡱبۡتِغَآءَ,1,diacritic_variant
6233,3,87,warsh,7,تَأۡوِيلِهِۦ,تَاوِيلِهِۦ,1,diacritic_variant
6233,3,87,qaloun,7,تَأۡوِيلِهِۦ,تَأْوِيلِهِۦ,1,diacritic_variant
6233,3,87,sousi,7,تَأۡوِيلِهِۦ,تَاوِيلِهِۦ,1,diacritic_variant
6235,3,89,warsh,7,يَعۡلَمُ,يَعْلَمُ,1,identical
6235,3,89,qaloun,7,يَعۡلَمُ,يَعْلَمُ,1,identical
6236,3,90,warsh,7,تَأۡوِيلَهُۥٓ,تَاوِيلَهُۥٓ,1,diacritic_variant
6236,3,90,qaloun,7,تَأۡوِيلَهُۥٓ,تَأْوِيلَهُۥ,1,diacritic_variant
6236,3,90,sousi,7,تَأۡوِيلَهُۥٓ,تَاوِيلَهُۥ,1,diacritic_variant
6236,3,90,bazzi,7,تَأۡوِيلَهُۥٓ,تَأۡوِيلَهُۥ,1,diacritic_variant
6238,3,92,warsh,7,ٱللَّهُ,ࡰ۬للَّهُ,1,diacritic_variant
6238,3,92,qaloun,7,ٱللَّهُ,ࡰ۬للَّهُ,1,diacritic_variant
6238,3,92,douri,7,ٱللَّهُ,اَ۬للَّهُ,1,diacritic_variant
6238,3,92,sousi,7,ٱللَّهُ,ࡱ۬للَّهُ,1,diacritic_variant
6239,3,93,warsh,7,وَٱلرَّٰسِخُونَ,وَالرَّٰسِخُونَ,1,diacritic_variant
6239,3,93,qaloun,7,وَٱلرَّٰسِخُونَ,وَالرَّٰسِخُونَ,1,diacritic_variant
6239,3,93,douri,7,وَٱلرَّٰسِخُونَ,وَاَلرَّٰسِخُونَ,1,diacritic_variant
6239,3,93,sousi,7,وَٱلرَّٰسِخُونَ,وَࡱلرَّٰسِخُونَ,1,diacritic_variant
6240,3,94,warsh,7,فِي,فِے,1,identical
6240,3,94,qaloun,7,فِي,فِے,1,identical
6241,3,95,warsh,7,ٱلۡعِلۡمِ,ࡴ۬لْعِلْمِ,1,diacritic_variant
6241,3,95,qaloun,7,ٱلۡعِلۡمِ,ࡴ۬لْعِلْمِ,1,diacritic_variant
6241,3,95,douri,7,ٱلۡعِلۡمِ,اِ۬لۡعِلۡمِ,1,diacritic_variant
6241,3,95,sousi,7,ٱلۡعِلۡمِ,ࡵ۬لۡعِلۡمِ,1,diacritic_variant
6245,3,99,douri,7,كُلࣱّ,كُلّٞ,1,diacritic_variant
6246,3,100,warsh,7,مِّنۡ,مِّنْ,1,identical
6246,3,100,qaloun,7,مِّنۡ,مِّنْ,1,identical
6251,3,105,qaloun,7,إِلَّآ,إِلَّا,1,diacritic_variant
6251,3,105,sousi,7,إِلَّآ,إِلَّا,1,diacritic_variant
6251,3,105,bazzi,7,إِلَّآ,إِلَّا,1,diacritic_variant
6253,3,107,warsh,7,ٱلۡأَلۡبَٰبِ,ࡲ۬لَالْبَٰبِ,1,diacritic_variant
6253,3,107,qaloun,7,ٱلۡأَلۡبَٰبِ,ࡲ۬لْأَلْبَٰبِ,1,diacritic_variant
6253,3,107,douri,7,ٱلۡأَلۡبَٰبِ,اُ۬لۡأَلۡبَٰبِ,1,diacritic_variant
6253,3,107,sousi,7,ٱلۡأَلۡبَٰبِ,ࡲ۬لۡأَلۡبَٰبِ,1,diacritic_variant
6256,3,110,warsh,8,تُزِغۡ,تُزِغْ,1,identical
6256,3,110,qaloun,8,تُزِغۡ,تُزِغْ,1,identical
6258,3,112,warsh,8,بَعۡدَ,بَعْدَ,1,identical
6258,3,112,qaloun,8,بَعۡدَ,بَعْدَ,1,identical
